letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight
DGH_Average-Regular_Approach2,4,1,0,3,6
DIH_Average-Regular_Approach2,11,3,0,4,11
DIH_Average-Regular_Approach2,5,1,0,4,11
DIH_Average-Regular_Approach2,9,2,0,4,11
DMF_Average-Regular_Approach2,15,4,0,6,15
DMF_Average-Regular_Approach2,6,1,0,6,15
DMF_Average-Regular_Approach2,11,2,0,6,15
DMF_Average-Regular_Approach2,13,3,0,6,15
DMP_Average-Regular_Approach2,9,1,0,3,9
DP_Average-Regular_Approach2,9,3,0,4,9
DP_Average-Regular_Approach2,5,1,0,4,9
DP_Average-Regular_Approach2,7,2,0,4,9
DU_Average-Regular_Approach2,2,1,0,2,4
DV_Average-Regular_Approach2,2,1,0,2,4
EDH_Average-Regular_Approach2,22,4,0,8,22
EDH_Average-Regular_Approach2,9,1,0,8,22
EDH_Average-Regular_Approach2,14,2,0,8,22
EDH_Average-Regular_Approach2,19,3,0,8,22
EHX_Average-Regular_Approach2,17,3,0,7,17
EHX_Average-Regular_Approach2,10,1,0,7,17
EHX_Average-Regular_Approach2,15,2,0,7,17
EOB_Average-Regular_Approach2,18,6,0,8,18
EOB_Average-Regular_Approach2,8,1,0,8,18
EOB_Average-Regular_Approach2,16,5,0,8,18
EOB_Average-Regular_Approach2,10,2,0,8,18
EOB_Average-Regular_Approach2,14,4,0,8,18
EOB_Average-Regular_Approach2,12,3,0,8,18
EP_Average-Regular_Approach2,17,4,0,7,17
EP_Average-Regular_Approach2,8,1,0,7,17
EP_Average-Regular_Approach2,12,2,0,7,17
EP_Average-Regular_Approach2,15,3,0,7,17
ER_Average-Regular_Approach2,9,2,0,4,9
ER_Average-Regular_Approach2,5,1,0,4,9
ETC_Average-Regular_Approach2,4,1,0,2,4
EU_Average-Regular_Approach2,6,2,0,3,6
EU_Average-Regular_Approach2,4,1,0,3,6
EVG_Average-Regular_Approach2,5,1,0,2,5
FHP_Average-Regular_Approach2,8,2,0,3,8
FHP_Average-Regular_Approach2,5,1,0,3,8
FPJ_Average-Regular_Approach2,9,3,0,4,9
FPJ_Average-Regular_Approach2,4,1,0,4,9
FPJ_Average-Regular_Approach2,7,2,0,4,9
FSB_Average-Regular_Approach2,10,2,0,5,10
FSB_Average-Regular_Approach2,6,1,0,5,10
GEZ_Average-Regular_Approach2,20,3,0,6,20
GEZ_Average-Regular_Approach2,10,1,0,6,20
GEZ_Average-Regular_Approach2,16,2,0,6,20
GMU_Average-Regular_Approach2,10,2,0,4,10
GMU_Average-Regular_Approach2,8,1,0,4,10
GPS_Average-Regular_Approach2,14,3,0,6,14
GPS_Average-Regular_Approach2,10,2,0,6,14
GPS_Average-Regular_Approach2,5,1,0,6,14
GTB_Average-Regular_Approach2,15,3,0,6,15
GTB_Average-Regular_Approach2,8,1,0,6,15
GTB_Average-Regular_Approach2,13,2,0,6,15
GWG_Average-Regular_Approach2,12,3,0,6,12
GWG_Average-Regular_Approach2,8,2,0,6,12
GWG_Average-Regular_Approach2,4,1,0,6,12
HI_Average-Regular_Approach2,2,1,0,1,2
HKD_Average-Regular_Approach2,21,5,0,8,21
HKD_Average-Regular_Approach2,14,2,0,8,21
HKD_Average-Regular_Approach2,7,1,0,8,21
HKD_Average-Regular_Approach2,19,4,0,8,21
HKD_Average-Regular_Approach2,17,3,0,8,21
HO_Average-Regular_Approach2,7,1,0,3,7
HBV_Average-Regular_Approach2,21,4,0,6,21
HBV_Average-Regular_Approach2,16,2,0,6,21
HBV_Average-Regular_Approach2,9,1,0,6,21
HBV_Average-Regular_Approach2,19,3,0,6,21
IA_Average-Regular_Approach2,4,1,0,2,4
IB_Average-Regular_Approach2,8,1,0,4,13
IBY_Average-Regular_Approach2,11,3,0,6,14
IBY_Average-Regular_Approach2,5,1,0,6,14
IBY_Average-Regular_Approach2,9,2,0,6,14
IC_Average-Regular_Approach2,15,3,0,5,15
IC_Average-Regular_Approach2,7,1,0,5,15
IC_Average-Regular_Approach2,12,2,0,5,15
IH_Average-Regular_Approach2,2,1,0,1,2
IZ_Average-Regular_Approach2,2,1,0,2,4
JB_Average-Regular_Approach2,12,3,0,5,12
JB_Average-Regular_Approach2,8,1,0,5,12
JB_Average-Regular_Approach2,10,2,0,5,12
JBR_Average-Regular_Approach2,13,3,0,5,13
JBR_Average-Regular_Approach2,7,1,0,5,13
JBR_Average-Regular_Approach2,11,2,0,5,13
JC_Average-Regular_Approach2,4,2,0,2,4
JC_Average-Regular_Approach2,2,1,0,2,4
JCD_Average-Regular_Approach2,13,4,0,4,13
JCD_Average-Regular_Approach2,5,1,0,4,13
JCD_Average-Regular_Approach2,9,2,0,4,13
JCD_Average-Regular_Approach2,11,3,0,4,13
JJ_Average-Regular_Approach2,5,1,0,2,5
JNY_Average-Regular_Approach2,6,1,0,2,6
JO_Average-Regular_Approach2,4,2,0,2,4
JO_Average-Regular_Approach2,2,1,0,2,4
JRA_Average-Regular_Approach2,12,3,0,5,12
JRA_Average-Regular_Approach2,7,1,0,5,12
JRA_Average-Regular_Approach2,10,2,0,5,12
JXD_Average-Regular_Approach2,12,2,0,4,12
JXD_Average-Regular_Approach2,8,1,0,4,12
KGO_Average-Regular_Approach2,14,2,0,4,14
KGO_Average-Regular_Approach2,9,1,0,4,14
KIW_Average-Regular_Approach2,14,2,0,3,14
KIW_Average-Regular_Approach2,9,1,0,3,14
KJ_Average-Regular_Approach2,11,2,0,3,11
KJ_Average-Regular_Approach2,8,1,0,3,11
KJP_Average-Regular_Approach2,6,1,0,2,6
LAC_Average-Regular_Approach2,14,5,0,6,14
LAC_Average-Regular_Approach2,8,1,0,6,14
LAC_Average-Regular_Approach2,12,3,0,6,14
LAC_Average-Regular_Approach2,10,2,0,6,14
LBP_Average-Regular_Approach2,19,3,0,8,19
LBP_Average-Regular_Approach2,10,1,0,8,19
LBP_Average-Regular_Approach2,17,2,0,8,19
LZT_Average-Regular_Approach2,18,2,0,5,18
LZT_Average-Regular_Approach2,12,1,0,5,18
LWC_Average-Regular_Approach2,9,2,0,4,9
LWC_Average-Regular_Approach2,5,1,0,4,9
MB_Average-Regular_Approach2,14,3,0,5,14
MB_Average-Regular_Approach2,8,1,0,5,14
MB_Average-Regular_Approach2,12,2,0,5,14
MMK_Average-Regular_Approach2,10,2,0,3,10
MMK_Average-Regular_Approach2,8,1,0,3,10
MP_Average-Regular_Approach2,7,1,0,2,7
MY_Average-Regular_Approach2,6,1,0,3,6
NB_Average-Regular_Approach2,5,1,0,2,5
ND_Average-Regular_Approach2,9,2,0,3,9
ND_Average-Regular_Approach2,7,1,0,3,9
NJY_Average-Regular_Approach2,17,3,0,5,17
NJY_Average-Regular_Approach2,15,2,0,5,17
NJY_Average-Regular_Approach2,8,1,0,5,17
NPP_Average-Regular_Approach2,13,3,0,5,13
NPP_Average-Regular_Approach2,11,2,0,5,13
NPP_Average-Regular_Approach2,6,1,0,5,13
NUO_Average-Regular_Approach2,4,1,0,2,4
NWF_Average-Regular_Approach2,5,1,0,2,5
OGB_Average-Regular_Approach2,21,4,0,7,21
OGB_Average-Regular_Approach2,10,1,0,7,21
OGB_Average-Regular_Approach2,16,2,0,7,21
OGB_Average-Regular_Approach2,19,3,0,7,21
OGW_Average-Regular_Approach2,6,2,0,3,6
OGW_Average-Regular_Approach2,4,1,0,3,6
OPN_Average-Regular_Approach2,17,3,0,6,19
OPN_Average-Regular_Approach2,8,1,0,6,19
OPN_Average-Regular_Approach2,14,2,0,6,19
PAZ_Average-Regular_Approach2,16,4,0,7,16
PAZ_Average-Regular_Approach2,6,1,0,7,16
PAZ_Average-Regular_Approach2,10,2,0,7,16
PAZ_Average-Regular_Approach2,14,3,0,7,16
PD_Average-Regular_Approach2,13,3,0,4,13
PD_Average-Regular_Approach2,8,1,0,4,13
PD_Average-Regular_Approach2,11,2,0,4,13
PJW_Average-Regular_Approach2,9,2,0,3,9
PJW_Average-Regular_Approach2,7,1,0,3,9
PYE_Average-Regular_Approach2,10,2,0,4,10
PYE_Average-Regular_Approach2,6,1,0,4,10
PYO_Average-Regular_Approach2,6,1,0,2,6
RMJ_Average-Regular_Approach2,8,2,0,3,8
RMJ_Average-Regular_Approach2,6,1,0,3,8
SF_Average-Regular_Approach2,14,2,0,5,14
SF_Average-Regular_Approach2,12,1,0,5,14
SH_Average-Regular_Approach2,7,1,0,3,7
SL_Average-Regular_Approach2,15,3,0,5,15
SL_Average-Regular_Approach2,7,1,0,5,15
SL_Average-Regular_Approach2,12,2,0,5,15
SNO_Average-Regular_Approach2,10,2,0,4,10
SNO_Average-Regular_Approach2,7,1,0,4,10
SOF_Average-Regular_Approach2,7,2,0,4,10
SOF_Average-Regular_Approach2,4,1,0,4,10
SOG_Average-Regular_Approach2,6,2,0,4,8
SOG_Average-Regular_Approach2,4,1,0,4,8
SOS_Average-Regular_Approach2,13,4,0,6,13
SOS_Average-Regular_Approach2,4,1,0,6,13
SOS_Average-Regular_Approach2,8,2,0,6,13
SOS_Average-Regular_Approach2,11,3,0,6,13
SVY_Average-Regular_Approach2,4,1,0,2,4
SYZ_Average-Regular_Approach2,4,1,0,2,4
TA_Average-Regular_Approach2,15,3,0,5,15
TA_Average-Regular_Approach2,11,1,0,5,15
TA_Average-Regular_Approach2,13,2,0,5,15
TIA_Average-Regular_Approach2,11,2,0,6,13
TIA_Average-Regular_Approach2,7,1,0,6,13
SD_Average-Regular_Approach2,5,2,0,2,5
SD_Average-Regular_Approach2,3,1,0,2,5
SDF_Average-Regular_Approach2,23,5,0,9,23
SDF_Average-Regular_Approach2,12,2,0,9,23
SDF_Average-Regular_Approach2,7,1,0,9,23
SDF_Average-Regular_Approach2,20,4,0,9,23
SDF_Average-Regular_Approach2,16,3,0,9,23
TRD_Average-Regular_Approach2,21,4,0,7,21
TRD_Average-Regular_Approach2,8,1,0,7,21
TRD_Average-Regular_Approach2,14,2,0,7,21
TRD_Average-Regular_Approach2,19,3,0,7,21
TS_Average-Regular_Approach2,4,2,0,2,4
TS_Average-Regular_Approach2,2,1,0,2,4
TSM_Average-Regular_Approach2,15,3,0,5,15
TSM_Average-Regular_Approach2,8,1,0,5,15
TSM_Average-Regular_Approach2,12,2,0,5,15
TU_Average-Regular_Approach2,4,1,0,2,4
UA_Average-Regular_Approach2,13,2,0,5,13
UA_Average-Regular_Approach2,8,1,0,5,13
UAV_Average-Regular_Approach2,23,4,0,8,23
UAV_Average-Regular_Approach2,8,1,0,8,23
UAV_Average-Regular_Approach2,15,2,0,8,23
UAV_Average-Regular_Approach2,20,3,0,8,23
UD_Average-Regular_Approach2,5,1,0,2,5
UH_Average-Regular_Approach2,2,1,0,1,2
UI_Average-Regular_Approach2,4,2,0,2,4
UI_Average-Regular_Approach2,2,1,0,2,4
UNY_Average-Regular_Approach2,10,2,0,5,10
UNY_Average-Regular_Approach2,6,1,0,5,10
UPJ_Average-Regular_Approach2,8,2,0,4,8
UPJ_Average-Regular_Approach2,4,1,0,4,8
VNM_Average-Regular_Approach2,11,2,0,3,11
VNM_Average-Regular_Approach2,9,1,0,3,11
WD_Average-Regular_Approach2,5,1,0,2,5
WF_Average-Regular_Approach2,8,2,0,3,8
WF_Average-Regular_Approach2,6,1,0,3,8
WFD_Average-Regular_Approach2,8,2,0,3,8
WFD_Average-Regular_Approach2,5,1,0,3,8
WG_Average-Regular_Approach2,8,2,0,4,8
WG_Average-Regular_Approach2,4,1,0,4,8
WM_Average-Regular_Approach2,4,1,0,2,4
WPG_Average-Regular_Approach2,6,3,0,3,6
WPG_Average-Regular_Approach2,4,2,0,3,6
WPG_Average-Regular_Approach2,2,1,0,3,6
WWA_Average-Regular_Approach2,4,1,0,2,4
XBL_Average-Regular_Approach2,26,4,0,10,26
XBL_Average-Regular_Approach2,9,1,0,10,26
XBL_Average-Regular_Approach2,17,2,0,10,26
XBL_Average-Regular_Approach2,24,3,0,10,26
XGU_Average-Regular_Approach2,17,3,0,6,17
XGU_Average-Regular_Approach2,10,1,0,6,17
XGU_Average-Regular_Approach2,14,2,0,6,17
XIT_Average-Regular_Approach2,10,3,0,4,10
XIT_Average-Regular_Approach2,5,1,0,4,10
XIT_Average-Regular_Approach2,8,2,0,4,10
XMA_Average-Regular_Approach2,15,2,0,7,17
XMA_Average-Regular_Approach2,9,1,0,7,17
XP_Average-Regular_Approach2,17,2,0,5,17
XP_Average-Regular_Approach2,11,1,0,5,17
XRT_Average-Regular_Approach2,23,4,0,8,23
XRT_Average-Regular_Approach2,9,1,0,8,23
XRT_Average-Regular_Approach2,21,3,0,8,23
XRT_Average-Regular_Approach2,17,2,0,8,23
XT_Average-Regular_Approach2,5,1,0,2,5
XWI_Average-Regular_Approach2,7,1,0,2,7
YDH_Average-Regular_Approach2,17,3,0,7,17
YDH_Average-Regular_Approach2,8,1,0,7,17
YDH_Average-Regular_Approach2,13,2,0,7,17
YUT_Average-Regular_Approach2,5,1,0,2,5
YXW_Average-Regular_Approach2,7,2,0,3,7
YXW_Average-Regular_Approach2,5,1,0,3,7
ZCI_Average-Regular_Approach2,16,3,0,7,19
ZCI_Average-Regular_Approach2,12,1,0,7,19
ZCI_Average-Regular_Approach2,14,2,0,7,19
ZGC_Average-Regular_Approach2,18,4,0,8,20
ZGC_Average-Regular_Approach2,11,1,0,8,20
ZGC_Average-Regular_Approach2,14,2,0,8,20
ZGC_Average-Regular_Approach2,16,3,0,8,20
ZJY_Average-Regular_Approach2,6,1,0,2,6
ZOZ_Average-Regular_Approach2,24,7,0,10,26
ZOZ_Average-Regular_Approach2,7,1,0,10,26
ZOZ_Average-Regular_Approach2,13,2,0,10,26
ZOZ_Average-Regular_Approach2,16,3,0,10,26
ZOZ_Average-Regular_Approach2,20,5,0,10,26
ZOZ_Average-Regular_Approach2,18,4,0,10,26
ZOZ_Average-Regular_Approach2,22,6,0,10,26
ZSM_Average-Regular_Approach2,11,2,0,5,11
ZSM_Average-Regular_Approach2,7,1,0,5,11
ACI_arial_Approach2,6,1,0,2,6
AEJ_arial_Approach2,10,3,0,4,10
AEJ_arial_Approach2,7,1,0,4,10
AEJ_arial_Approach2,8,2,0,4,10
AEY_arial_Approach2,17,3,0,6,17
AEY_arial_Approach2,9,1,0,6,17
AEY_arial_Approach2,15,2,0,6,17
AKV_arial_Approach2,8,2,0,4,8
AKV_arial_Approach2,6,1,0,4,8
ANC_arial_Approach2,4,1,0,2,4
ARV_arial_Approach2,9,2,0,3,9
ARV_arial_Approach2,7,1,0,3,9
AX_arial_Approach2,4,1,0,2,4
AXF_arial_Approach2,5,1,0,2,5
AZ_arial_Approach2,4,1,0,2,4
AZH_arial_Approach2,7,1,0,2,7
BEV_arial_Approach2,31,7,0,10,31
BEV_arial_Approach2,10,1,0,10,31
BEV_arial_Approach2,24,4,0,10,31
BEV_arial_Approach2,17,2,0,10,31
BEV_arial_Approach2,29,6,0,10,31
BEV_arial_Approach2,21,3,0,10,31
BEV_arial_Approach2,27,5,0,10,31
BKQ_arial_Approach2,14,3,0,6,16
BKQ_arial_Approach2,7,1,0,6,16
BKQ_arial_Approach2,12,2,0,6,16
BLC_arial_Approach2,22,4,0,9,22
BLC_arial_Approach2,8,1,0,9,22
BLC_arial_Approach2,16,2,0,9,22
BLC_arial_Approach2,20,3,0,9,22
BO_arial_Approach2,21,3,0,8,23
BO_arial_Approach2,12,1,0,8,23
BO_arial_Approach2,18,2,0,8,23
BTM_arial_Approach2,23,5,0,9,23
BTM_arial_Approach2,8,1,0,9,23
BTM_arial_Approach2,14,2,0,9,23
BTM_arial_Approach2,18,3,0,9,23
BTM_arial_Approach2,21,4,0,9,23
BVD_arial_Approach2,21,5,0,10,21
BVD_arial_Approach2,15,3,0,10,21
BVD_arial_Approach2,19,4,0,10,21
BVD_arial_Approach2,6,1,0,10,21
BVD_arial_Approach2,11,2,0,10,21
BOC_arial_Approach2,24,5,0,9,24
BOC_arial_Approach2,12,1,0,9,24
BOC_arial_Approach2,22,4,0,9,24
BOC_arial_Approach2,19,3,0,9,24
BOC_arial_Approach2,16,2,0,9,24
CBS_arial_Approach2,14,5,0,9,20
CBS_arial_Approach2,5,1,0,9,20
CBS_arial_Approach2,10,3,0,9,20
CBS_arial_Approach2,12,4,0,9,20
CBS_arial_Approach2,8,2,0,9,20
CGY_arial_Approach2,6,2,0,3,6
CGY_arial_Approach2,4,1,0,3,6
CIO_arial_Approach2,3,1,0,2,5
COP_arial_Approach2,22,4,0,7,22
COP_arial_Approach2,10,1,0,7,22
COP_arial_Approach2,15,2,0,7,22
COP_arial_Approach2,19,3,0,7,22
CRK_arial_Approach2,13,5,0,8,17
CRK_arial_Approach2,11,4,0,8,17
CRK_arial_Approach2,4,1,0,8,17
CRK_arial_Approach2,9,3,0,8,17
CRK_arial_Approach2,7,2,0,8,17
CU_arial_Approach2,8,2,0,3,8
CU_arial_Approach2,6,1,0,3,8
CUH_arial_Approach2,10,3,0,4,10
CUH_arial_Approach2,6,1,0,4,10
CUH_arial_Approach2,8,2,0,4,10
CV_arial_Approach2,8,2,0,3,8
CV_arial_Approach2,6,1,0,3,8
CWC_arial_Approach2,18,5,0,8,18
CWC_arial_Approach2,10,2,0,8,18
CWC_arial_Approach2,5,1,0,8,18
CWC_arial_Approach2,16,4,0,8,18
CWC_arial_Approach2,14,3,0,8,18
CXS_arial_Approach2,2,1,0,3,6
CVG_arial_Approach2,12,2,0,5,12
CVG_arial_Approach2,6,1,0,5,12
DAQ_arial_Approach2,14,3,0,5,14
DAQ_arial_Approach2,7,1,0,5,14
DAQ_arial_Approach2,12,2,0,5,14
DGC_arial_Approach2,6,2,0,2,6
DGC_arial_Approach2,4,1,0,2,6
DGH_arial_Approach2,4,1,0,2,4
DJI_arial_Approach2,4,1,0,2,4
DMF_arial_Approach2,4,1,0,2,4
DMP_arial_Approach2,2,1,0,1,2
DP_arial_Approach2,2,1,0,1,2
DU_arial_Approach2,2,1,0,2,4
DV_arial_Approach2,2,1,0,2,4
EDH_arial_Approach2,9,2,0,4,9
EDH_arial_Approach2,5,1,0,4,9
EHX_arial_Approach2,15,3,0,6,15
EHX_arial_Approach2,7,1,0,6,15
EHX_arial_Approach2,11,2,0,6,15
EOB_arial_Approach2,14,5,0,6,14
EOB_arial_Approach2,5,1,0,6,14
EOB_arial_Approach2,10,3,0,6,14
EOB_arial_Approach2,12,4,0,6,14
EOB_arial_Approach2,8,2,0,6,14
EP_arial_Approach2,6,2,0,2,6
EP_arial_Approach2,3,1,0,2,6
ER_arial_Approach2,7,2,0,3,7
ER_arial_Approach2,5,1,0,3,7
EU_arial_Approach2,7,2,0,3,7
EU_arial_Approach2,5,1,0,3,7
EVG_arial_Approach2,21,4,0,8,21
EVG_arial_Approach2,9,1,0,8,21
EVG_arial_Approach2,16,2,0,8,21
EVG_arial_Approach2,19,3,0,8,21
FHP_arial_Approach2,11,3,0,4,11
FHP_arial_Approach2,7,1,0,4,11
FHP_arial_Approach2,9,2,0,4,11
FSB_arial_Approach2,36,6,0,13,36
FSB_arial_Approach2,10,1,0,13,36
FSB_arial_Approach2,28,4,0,13,36
FSB_arial_Approach2,33,5,0,13,36
FSB_arial_Approach2,17,2,0,13,36
FSB_arial_Approach2,23,3,0,13,36
FUX_arial_Approach2,4,1,0,2,4
G_arial_Approach2,6,2,0,2,6
G_arial_Approach2,3,1,0,2,6
GC_arial_Approach2,8,2,0,3,8
GC_arial_Approach2,6,1,0,3,8
GD_arial_Approach2,12,1,0,4,12
GEZ_arial_Approach2,24,4,0,7,24
GEZ_arial_Approach2,10,1,0,7,24
GEZ_arial_Approach2,19,2,0,7,24
GEZ_arial_Approach2,22,3,0,7,24
GHJ_arial_Approach2,8,2,0,4,10
GHJ_arial_Approach2,6,1,0,4,10
GPS_arial_Approach2,16,3,0,6,18
GPS_arial_Approach2,9,1,0,6,18
GPS_arial_Approach2,14,2,0,6,18
GTB_arial_Approach2,5,1,0,2,5
GWG_arial_Approach2,6,1,0,4,8
HI_arial_Approach2,5,2,0,2,5
HI_arial_Approach2,3,1,0,2,5
HKD_arial_Approach2,16,4,0,6,16
HKD_arial_Approach2,6,1,0,6,16
HKD_arial_Approach2,12,2,0,6,16
HKD_arial_Approach2,14,3,0,6,16
HBV_arial_Approach2,18,4,0,7,18
HBV_arial_Approach2,11,1,0,7,18
HBV_arial_Approach2,16,3,0,7,18
HBV_arial_Approach2,14,2,0,7,18
IBY_arial_Approach2,8,3,0,5,10
IBY_arial_Approach2,4,1,0,5,10
IBY_arial_Approach2,6,2,0,5,10
JA_arial_Approach2,5,2,0,3,8
JA_arial_Approach2,3,1,0,3,8
JB_arial_Approach2,4,2,0,3,7
JB_arial_Approach2,2,1,0,3,7
JBR_arial_Approach2,23,6,0,8,26
JBR_arial_Approach2,8,1,0,8,26
JBR_arial_Approach2,13,2,0,8,26
JBR_arial_Approach2,19,4,0,8,26
JBR_arial_Approach2,21,5,0,8,26
JBR_arial_Approach2,17,3,0,8,26
JC_arial_Approach2,2,1,0,2,5
JCD_arial_Approach2,2,1,0,2,4
JHR_arial_Approach2,15,5,0,5,15
JHR_arial_Approach2,5,1,0,5,15
JHR_arial_Approach2,8,2,0,5,15
JHR_arial_Approach2,11,3,0,5,15
JHR_arial_Approach2,13,4,0,5,15
JJ_arial_Approach2,5,1,0,2,5
JO_arial_Approach2,11,3,0,4,11
JO_arial_Approach2,7,1,0,4,11
JO_arial_Approach2,9,2,0,4,11
JRA_arial_Approach2,18,5,0,8,20
JRA_arial_Approach2,7,1,0,8,20
JRA_arial_Approach2,11,2,0,8,20
JRA_arial_Approach2,14,3,0,8,20
JRA_arial_Approach2,16,4,0,8,20
JXD_arial_Approach2,15,4,0,6,15
JXD_arial_Approach2,6,1,0,6,15
JXD_arial_Approach2,10,2,0,6,15
JXD_arial_Approach2,13,3,0,6,15
KGO_arial_Approach2,6,1,0,2,6
KJ_arial_Approach2,5,1,0,2,5
KJP_arial_Approach2,7,2,0,3,7
KJP_arial_Approach2,5,1,0,3,7
LAC_arial_Approach2,4,2,0,2,4
LAC_arial_Approach2,2,1,0,2,4
LBP_arial_Approach2,4,1,0,2,4
LZT_arial_Approach2,6,2,0,2,6
LZT_arial_Approach2,4,1,0,2,6
MB_arial_Approach2,2,1,0,1,2
MY_arial_Approach2,10,2,0,4,10
MY_arial_Approach2,5,1,0,4,10
NB_arial_Approach2,6,1,0,3,8
ND_arial_Approach2,5,2,0,3,8
ND_arial_Approach2,3,1,0,3,8
NJY_arial_Approach2,10,4,0,4,10
NJY_arial_Approach2,3,1,0,4,10
NJY_arial_Approach2,6,2,0,4,10
NJY_arial_Approach2,8,3,0,4,10
NPP_arial_Approach2,13,3,0,5,16
NPP_arial_Approach2,8,1,0,5,16
NPP_arial_Approach2,11,2,0,5,16
NUO_arial_Approach2,3,1,0,3,7
OGB_arial_Approach2,19,4,0,6,19
OGB_arial_Approach2,14,2,0,6,19
OGB_arial_Approach2,8,1,0,6,19
OGB_arial_Approach2,17,3,0,6,19
OGW_arial_Approach2,5,1,0,2,5
OMJ_arial_Approach2,4,1,0,2,4
OPN_arial_Approach2,16,5,0,7,16
OPN_arial_Approach2,7,1,0,7,16
OPN_arial_Approach2,12,3,0,7,16
OPN_arial_Approach2,14,4,0,7,16
OPN_arial_Approach2,10,2,0,7,16
PAZ_arial_Approach2,17,4,0,8,17
PAZ_arial_Approach2,7,1,0,8,17
PAZ_arial_Approach2,11,2,0,8,17
PAZ_arial_Approach2,15,3,0,8,17
PD_arial_Approach2,16,3,0,6,16
PD_arial_Approach2,10,1,0,6,16
PD_arial_Approach2,14,2,0,6,16
PI_arial_Approach2,5,2,0,3,7
PI_arial_Approach2,3,1,0,3,7
PJW_arial_Approach2,5,2,0,2,5
PJW_arial_Approach2,3,1,0,2,5
PQW_arial_Approach2,13,3,0,5,13
PQW_arial_Approach2,6,1,0,5,13
PQW_arial_Approach2,11,2,0,5,13
PYE_arial_Approach2,9,2,0,4,9
PYE_arial_Approach2,5,1,0,4,9
PYO_arial_Approach2,6,2,0,4,9
PYO_arial_Approach2,4,1,0,4,9
RMJ_arial_Approach2,16,3,0,6,16
RMJ_arial_Approach2,12,2,0,6,16
RMJ_arial_Approach2,6,1,0,6,16
SF_arial_Approach2,6,2,0,2,6
SF_arial_Approach2,3,1,0,2,6
SH_arial_Approach2,15,3,0,5,15
SH_arial_Approach2,7,1,0,5,15
SH_arial_Approach2,12,2,0,5,15
SNO_arial_Approach2,9,2,0,6,15
SNO_arial_Approach2,7,1,0,6,15
SOF_arial_Approach2,13,3,0,4,13
SOF_arial_Approach2,9,1,0,4,13
SOF_arial_Approach2,11,2,0,4,13
SOG_arial_Approach2,18,5,0,7,18
SOG_arial_Approach2,7,1,0,7,18
SOG_arial_Approach2,11,2,0,7,18
SOG_arial_Approach2,16,4,0,7,18
SOG_arial_Approach2,14,3,0,7,18
SOS_arial_Approach2,26,6,0,11,26
SOS_arial_Approach2,9,1,0,11,26
SOS_arial_Approach2,17,3,0,11,26
SOS_arial_Approach2,13,2,0,11,26
SOS_arial_Approach2,21,4,0,11,26
SOS_arial_Approach2,24,5,0,11,26
SVY_arial_Approach2,13,2,0,6,16
SVY_arial_Approach2,7,1,0,6,16
SYZ_arial_Approach2,11,4,0,6,13
SYZ_arial_Approach2,5,1,0,6,13
SYZ_arial_Approach2,9,3,0,6,13
SYZ_arial_Approach2,7,2,0,6,13
SD_arial_Approach2,17,5,0,7,17
SD_arial_Approach2,9,1,0,7,17
SD_arial_Approach2,11,2,0,7,17
SD_arial_Approach2,15,4,0,7,17
SD_arial_Approach2,13,3,0,7,17
SDF_arial_Approach2,14,3,0,5,14
SDF_arial_Approach2,7,1,0,5,14
SDF_arial_Approach2,11,2,0,5,14
TRD_arial_Approach2,18,4,0,7,18
TRD_arial_Approach2,7,1,0,7,18
TRD_arial_Approach2,16,3,0,7,18
TRD_arial_Approach2,13,2,0,7,18
TSM_arial_Approach2,23,4,0,8,23
TSM_arial_Approach2,8,1,0,8,23
TSM_arial_Approach2,16,2,0,8,23
TSM_arial_Approach2,21,3,0,8,23
UA_arial_Approach2,5,2,0,2,5
UA_arial_Approach2,3,1,0,2,5
UAV_arial_Approach2,5,2,0,2,5
UAV_arial_Approach2,3,1,0,2,5
UH_arial_Approach2,7,3,0,3,7
UH_arial_Approach2,3,1,0,3,7
UH_arial_Approach2,5,2,0,3,7
UJ_arial_Approach2,5,2,0,2,5
UJ_arial_Approach2,3,1,0,2,5
VNM_arial_Approach2,4,2,0,2,4
VNM_arial_Approach2,2,1,0,2,4
VUJ_arial_Approach2,5,1,0,2,5
WFD_arial_Approach2,6,1,0,3,6
WM_arial_Approach2,4,2,0,2,4
WM_arial_Approach2,2,1,0,2,4
WPG_arial_Approach2,9,2,0,3,9
WPG_arial_Approach2,6,1,0,3,9
XBL_arial_Approach2,16,4,0,7,16
XBL_arial_Approach2,5,1,0,7,16
XBL_arial_Approach2,10,2,0,7,16
XBL_arial_Approach2,14,3,0,7,16
XGU_arial_Approach2,6,2,0,4,8
XGU_arial_Approach2,4,1,0,4,8
XIT_arial_Approach2,8,2,0,3,8
XIT_arial_Approach2,6,1,0,3,8
XJ_arial_Approach2,6,2,0,4,8
XJ_arial_Approach2,4,1,0,4,8
XL_arial_Approach2,8,2,0,4,8
XL_arial_Approach2,4,1,0,4,8
XMA_arial_Approach2,10,1,0,4,12
XP_arial_Approach2,4,1,0,2,4
XRT_arial_Approach2,11,3,0,5,11
XRT_arial_Approach2,9,2,0,5,11
XRT_arial_Approach2,5,1,0,5,11
YDH_arial_Approach2,11,4,0,5,11
YDH_arial_Approach2,7,2,0,5,11
YDH_arial_Approach2,4,1,0,5,11
YDH_arial_Approach2,9,3,0,5,11
ZGC_arial_Approach2,10,3,0,3,10
