letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight,all_candidates,all_candidates_y
DGC_arial_Approach1,16,5,0,9,21,194,194
DGC_arial_Approach1,12,3,0,9,21,194,194
DGC_arial_Approach1,14,4,0,9,21,194,194
DGH_arial_Approach1,32,6,0,13,32,166,166
DGH_arial_Approach1,13,1,0,13,32,166,166
DGH_arial_Approach1,28,4,0,13,32,166,166
DGH_arial_Approach1,19,2,0,13,32,166,166
DGH_arial_Approach1,24,3,0,13,32,166,166
DGH_arial_Approach1,30,5,0,13,32,166,166
DI_arial_Approach1,12,4,0,6,12,66,66
DI_arial_Approach1,4,1,0,6,12,66,66
DI_arial_Approach1,8,2,0,6,12,66,66
DI_arial_Approach1,10,3,0,6,12,66,66
DIH_arial_Approach1,11,5,0,6,13,90,90
DIH_arial_Approach1,3,1,0,6,13,90,90
DIH_arial_Approach1,5,2,0,6,13,90,90
DIH_arial_Approach1,7,3,0,6,13,90,90
DIH_arial_Approach1,9,4,0,6,13,90,90
DJI_arial_Approach1,4,1,0,2,4,104,104
DMF_arial_Approach1,20,3,0,7,20,120,120
DMF_arial_Approach1,10,1,0,7,20,120,120
DMF_arial_Approach1,16,2,0,7,20,120,120
DMP_arial_Approach1,18,4,0,8,20,150,150
DMP_arial_Approach1,8,1,0,8,20,150,150
DMP_arial_Approach1,12,2,0,8,20,150,150
DMP_arial_Approach1,16,3,0,8,20,150,150
DP_arial_Approach1,11,3,0,5,11,118,118
DP_arial_Approach1,4,1,0,5,11,118,118
DP_arial_Approach1,8,2,0,5,11,118,118
DU_arial_Approach1,8,3,0,4,8,96,96
DU_arial_Approach1,4,1,0,4,8,96,96
DU_arial_Approach1,6,2,0,4,8,96,96
DV_arial_Approach1,12,4,0,5,12,80,80
DV_arial_Approach1,4,1,0,5,12,80,80
DV_arial_Approach1,8,2,0,5,12,80,80
DV_arial_Approach1,10,3,0,5,12,80,80
EDH_arial_Approach1,16,5,0,8,16,122,122
EDH_arial_Approach1,12,3,0,8,16,122,122
EDH_arial_Approach1,4,1,0,8,16,122,122
EDH_arial_Approach1,8,2,0,8,16,122,122
EDH_arial_Approach1,14,4,0,8,16,122,122
EHX_arial_Approach1,22,4,0,7,22,112,112
EHX_arial_Approach1,8,1,0,7,22,112,112
EHX_arial_Approach1,16,2,0,7,22,112,112
EHX_arial_Approach1,20,3,0,7,22,112,112
EOB_arial_Approach1,20,5,0,8,20,182,182
EOB_arial_Approach1,8,1,0,8,20,182,182
EOB_arial_Approach1,16,3,0,8,20,182,182
EOB_arial_Approach1,13,2,0,8,20,182,182
EOB_arial_Approach1,18,4,0,8,20,182,182
EP_arial_Approach1,10,2,0,3,10,92,92
EP_arial_Approach1,8,1,0,3,10,92,92
ER_arial_Approach1,2,1,0,1,2,112,112
ETC_arial_Approach1,14,5,0,6,14,106,106
ETC_arial_Approach1,6,1,0,6,14,106,106
ETC_arial_Approach1,12,4,0,6,14,106,106
ETC_arial_Approach1,10,3,0,6,14,106,106
ETC_arial_Approach1,8,2,0,6,14,106,106
EU_arial_Approach1,9,2,0,3,9,82,82
EU_arial_Approach1,7,1,0,3,9,82,82
EVG_arial_Approach1,23,3,0,7,23,142,142
EVG_arial_Approach1,14,1,0,7,23,142,142
EVG_arial_Approach1,20,2,0,7,23,142,142
FHP_arial_Approach1,14,2,0,5,14,108,108
FHP_arial_Approach1,11,1,0,5,14,108,108
FL_arial_Approach1,4,1,0,2,4,48,48
FPJ_arial_Approach1,14,3,0,6,14,120,120
FPJ_arial_Approach1,10,1,0,6,14,120,120
FPJ_arial_Approach1,12,2,0,6,14,120,120
FSB_arial_Approach1,42,8,0,18,44,210,210
FSB_arial_Approach1,17,2,0,18,44,210,210
FSB_arial_Approach1,23,3,0,18,44,210,210
FSB_arial_Approach1,9,1,0,18,44,210,210
FSB_arial_Approach1,29,4,0,18,44,210,210
FSB_arial_Approach1,34,5,0,18,44,210,210
FSB_arial_Approach1,40,7,0,18,44,210,210
FSB_arial_Approach1,38,6,0,18,44,210,210
FUX_arial_Approach1,18,3,0,7,18,124,124
FUX_arial_Approach1,10,1,0,7,18,124,124
FUX_arial_Approach1,14,2,0,7,18,124,124
GC_arial_Approach1,8,4,0,5,12,134,134
GC_arial_Approach1,2,1,0,5,12,134,134
GC_arial_Approach1,4,2,0,5,12,134,134
GC_arial_Approach1,6,3,0,5,12,134,134
GD_arial_Approach1,15,4,0,8,17,146,146
GD_arial_Approach1,8,1,0,8,17,146,146
GD_arial_Approach1,13,3,0,8,17,146,146
GD_arial_Approach1,11,2,0,8,17,146,146
GEZ_arial_Approach1,32,7,0,13,35,140,140
GEZ_arial_Approach1,13,1,0,13,35,140,140
GEZ_arial_Approach1,18,2,0,13,35,140,140
GEZ_arial_Approach1,23,3,0,13,35,140,140
GEZ_arial_Approach1,30,6,0,13,35,140,140
GEZ_arial_Approach1,26,4,0,13,35,140,140
GEZ_arial_Approach1,28,5,0,13,35,140,140
GHJ_arial_Approach1,17,5,0,7,17,142,142
GHJ_arial_Approach1,6,1,0,7,17,142,142
GHJ_arial_Approach1,10,2,0,7,17,142,142
GHJ_arial_Approach1,13,3,0,7,17,142,142
GHJ_arial_Approach1,15,4,0,7,17,142,142
GM_arial_Approach1,23,4,0,8,25,114,114
GM_arial_Approach1,11,1,0,8,25,114,114
GM_arial_Approach1,17,2,0,8,25,114,114
GM_arial_Approach1,21,3,0,8,25,114,114
GMU_arial_Approach1,23,4,0,8,25,158,158
GMU_arial_Approach1,11,1,0,8,25,158,158
GMU_arial_Approach1,17,2,0,8,25,158,158
GMU_arial_Approach1,21,3,0,8,25,158,158
GPS_arial_Approach1,32,7,0,12,32,234,234
GPS_arial_Approach1,10,1,0,12,32,234,234
GPS_arial_Approach1,16,2,0,12,32,234,234
GPS_arial_Approach1,21,3,0,12,32,234,234
GPS_arial_Approach1,25,4,0,12,32,234,234
GPS_arial_Approach1,30,6,0,12,32,234,234
GPS_arial_Approach1,28,5,0,12,32,234,234
GTB_arial_Approach1,10,3,0,5,10,184,184
GTB_arial_Approach1,4,1,0,5,10,184,184
GTB_arial_Approach1,8,2,0,5,10,184,184
GWG_arial_Approach1,41,8,0,13,41,214,214
GWG_arial_Approach1,10,1,0,13,41,214,214
GWG_arial_Approach1,18,2,0,13,41,214,214
GWG_arial_Approach1,25,3,0,13,41,214,214
GWG_arial_Approach1,31,4,0,13,41,214,214
GWG_arial_Approach1,34,5,0,13,41,214,214
GWG_arial_Approach1,37,6,0,13,41,214,214
GWG_arial_Approach1,39,7,0,13,41,214,214
HKD_arial_Approach1,14,5,0,7,16,118,118
HKD_arial_Approach1,6,1,0,7,16,118,118
HKD_arial_Approach1,10,3,0,7,16,118,118
HKD_arial_Approach1,8,2,0,7,16,118,118
HKD_arial_Approach1,12,4,0,7,16,118,118
HO_arial_Approach1,8,2,0,4,8,82,82
HO_arial_Approach1,4,1,0,4,8,82,82
HBV_arial_Approach1,11,4,0,6,16,136,136
HBV_arial_Approach1,5,1,0,6,16,136,136
HBV_arial_Approach1,7,2,0,6,16,136,136
HBV_arial_Approach1,9,3,0,6,16,136,136
IA_arial_Approach1,10,3,0,5,10,48,48
IA_arial_Approach1,4,1,0,5,10,48,48
IA_arial_Approach1,8,2,0,5,10,48,48
IBY_arial_Approach1,8,2,0,4,8,128,128
IBY_arial_Approach1,4,1,0,4,8,128,128
IC_arial_Approach1,12,4,0,6,12,68,68
IC_arial_Approach1,4,1,0,6,12,68,68
IC_arial_Approach1,8,2,0,6,12,68,68
IC_arial_Approach1,10,3,0,6,12,68,68
IN_arial_Approach1,8,1,0,3,10,30,30
IP_arial_Approach1,2,1,0,2,4,62,62
IZ_arial_Approach1,10,2,0,3,10,38,38
IZ_arial_Approach1,7,1,0,3,10,38,38
JA_arial_Approach1,22,5,0,10,22,76,76
JA_arial_Approach1,10,1,0,10,22,76,76
JA_arial_Approach1,15,2,0,10,22,76,76
JA_arial_Approach1,18,3,0,10,22,76,76
JA_arial_Approach1,20,4,0,10,22,76,76
JB_arial_Approach1,4,2,0,2,4,120,120
JB_arial_Approach1,2,1,0,2,4,120,120
JBR_arial_Approach1,16,7,0,9,21,174,174
JBR_arial_Approach1,6,2,0,9,21,174,174
JBR_arial_Approach1,8,3,0,9,21,174,174
JBR_arial_Approach1,3,1,0,9,21,174,174
JBR_arial_Approach1,10,4,0,9,21,174,174
JBR_arial_Approach1,12,5,0,9,21,174,174
JBR_arial_Approach1,14,6,0,9,21,174,174
JC_arial_Approach1,27,8,0,12,29,102,102
JC_arial_Approach1,8,1,0,12,29,102,102
JC_arial_Approach1,13,2,0,12,29,102,102
JC_arial_Approach1,21,5,0,12,29,102,102
JC_arial_Approach1,25,7,0,12,29,102,102
JC_arial_Approach1,19,4,0,12,29,102,102
JC_arial_Approach1,23,6,0,12,29,102,102
JC_arial_Approach1,17,3,0,12,29,102,102
JCD_arial_Approach1,49,13,0,21,54,170,170
JCD_arial_Approach1,54,14,1,21,54,170,170
JCD_arial_Approach1,14,2,0,21,54,170,170
JCD_arial_Approach1,19,3,0,21,54,170,170
JCD_arial_Approach1,24,4,0,21,54,170,170
JCD_arial_Approach1,8,1,0,21,54,170,170
JCD_arial_Approach1,38,8,0,21,54,170,170
JCD_arial_Approach1,35,7,0,21,54,170,170
JCD_arial_Approach1,28,5,0,21,54,170,170
JCD_arial_Approach1,32,6,0,21,54,170,170
JCD_arial_Approach1,43,10,0,21,54,170,170
JCD_arial_Approach1,47,12,0,21,54,170,170
JCD_arial_Approach1,41,9,0,21,54,170,170
JCD_arial_Approach1,45,11,0,21,54,170,170
JD_arial_Approach1,6,3,0,4,8,92,92
JD_arial_Approach1,4,2,0,4,8,92,92
JD_arial_Approach1,2,1,0,4,8,92,92
JHR_arial_Approach1,7,3,0,4,11,130,130
JHR_arial_Approach1,3,1,0,4,11,130,130
JHR_arial_Approach1,5,2,0,4,11,130,130
JJ_arial_Approach1,11,5,0,6,15,72,72
JJ_arial_Approach1,3,1,0,6,15,72,72
JJ_arial_Approach1,5,2,0,6,15,72,72
JJ_arial_Approach1,9,4,0,6,15,72,72
JJ_arial_Approach1,7,3,0,6,15,72,72
JNY_arial_Approach1,18,6,0,8,18,86,86
JNY_arial_Approach1,6,1,0,8,18,86,86
JNY_arial_Approach1,10,2,0,8,18,86,86
JNY_arial_Approach1,16,5,0,8,18,86,86
JNY_arial_Approach1,14,4,0,8,18,86,86
JNY_arial_Approach1,12,3,0,8,18,86,86
JO_arial_Approach1,12,4,0,5,12,104,104
JO_arial_Approach1,6,1,0,5,12,104,104
JO_arial_Approach1,8,2,0,5,12,104,104
JO_arial_Approach1,10,3,0,5,12,104,104
JRA_arial_Approach1,30,8,0,13,30,144,144
JRA_arial_Approach1,10,1,0,13,30,144,144
JRA_arial_Approach1,15,2,0,13,30,144,144
JRA_arial_Approach1,22,4,0,13,30,144,144
JRA_arial_Approach1,24,5,0,13,30,144,144
JRA_arial_Approach1,26,6,0,13,30,144,144
JRA_arial_Approach1,28,7,0,13,30,144,144
JRA_arial_Approach1,20,3,0,13,30,144,144
JXD_arial_Approach1,23,6,0,10,25,156,156
JXD_arial_Approach1,8,1,0,10,25,156,156
JXD_arial_Approach1,13,2,0,10,25,156,156
JXD_arial_Approach1,21,5,0,10,25,156,156
JXD_arial_Approach1,17,3,0,10,25,156,156
JXD_arial_Approach1,19,4,0,10,25,156,156
KGO_arial_Approach1,14,5,0,8,17,162,162
KGO_arial_Approach1,4,1,0,8,17,162,162
KGO_arial_Approach1,8,2,0,8,17,162,162
KGO_arial_Approach1,12,4,0,8,17,162,162
KGO_arial_Approach1,10,3,0,8,17,162,162
KIW_arial_Approach1,28,4,0,8,28,94,94
KIW_arial_Approach1,24,3,0,8,28,94,94
KIW_arial_Approach1,16,2,0,8,28,94,94
KIW_arial_Approach1,8,1,0,8,28,94,94
KJ_arial_Approach1,12,5,0,6,12,60,60
KJ_arial_Approach1,4,1,0,6,12,60,60
KJ_arial_Approach1,6,2,0,6,12,60,60
KJ_arial_Approach1,8,3,0,6,12,60,60
KJ_arial_Approach1,10,4,0,6,12,60,60
KJP_arial_Approach1,14,6,0,8,16,108,108
KJP_arial_Approach1,6,2,0,8,16,108,108
KJP_arial_Approach1,10,4,0,8,16,108,108
KJP_arial_Approach1,8,3,0,8,16,108,108
KJP_arial_Approach1,4,1,0,8,16,108,108
KJP_arial_Approach1,12,5,0,8,16,108,108
KJQ_arial_Approach1,35,10,0,16,37,154,154
KJQ_arial_Approach1,13,1,0,16,37,154,154
KJQ_arial_Approach1,17,2,0,16,37,154,154
KJQ_arial_Approach1,27,6,0,16,37,154,154
KJQ_arial_Approach1,25,5,0,16,37,154,154
KJQ_arial_Approach1,21,3,0,16,37,154,154
KJQ_arial_Approach1,31,8,0,16,37,154,154
KJQ_arial_Approach1,29,7,0,16,37,154,154
KJQ_arial_Approach1,33,9,0,16,37,154,154
KJQ_arial_Approach1,23,4,0,16,37,154,154
KQF_arial_Approach1,16,5,0,9,18,132,132
KQF_arial_Approach1,6,1,0,9,18,132,132
KQF_arial_Approach1,10,2,0,9,18,132,132
KQF_arial_Approach1,12,3,0,9,18,132,132
KQF_arial_Approach1,14,4,0,9,18,132,132
LAC_arial_Approach1,23,6,0,11,25,110,110
LAC_arial_Approach1,11,1,0,11,25,110,110
LAC_arial_Approach1,19,4,0,11,25,110,110
LAC_arial_Approach1,15,2,0,11,25,110,110
LAC_arial_Approach1,17,3,0,11,25,110,110
LAC_arial_Approach1,21,5,0,11,25,110,110
LBP_arial_Approach1,14,4,0,8,19,144,144
LBP_arial_Approach1,8,1,0,8,19,144,144
LBP_arial_Approach1,12,3,0,8,19,144,144
LBP_arial_Approach1,10,2,0,8,19,144,144
LZT_arial_Approach1,13,2,0,5,13,58,58
LZT_arial_Approach1,7,1,0,5,13,58,58
LWC_arial_Approach1,21,5,0,7,21,128,128
LWC_arial_Approach1,8,1,0,7,21,128,128
LWC_arial_Approach1,19,4,0,7,21,128,128
LWC_arial_Approach1,17,3,0,7,21,128,128
LWC_arial_Approach1,15,2,0,7,21,128,128
MB_arial_Approach1,8,1,0,2,8,126,126
MMK_arial_Approach1,22,5,0,8,24,94,94
MMK_arial_Approach1,8,1,0,8,24,94,94
MMK_arial_Approach1,16,2,0,8,24,94,94
MMK_arial_Approach1,20,4,0,8,24,94,94
MMK_arial_Approach1,18,3,0,8,24,94,94
MNW_arial_Approach1,30,4,0,8,30,108,108
MNW_arial_Approach1,24,3,0,8,30,108,108
MNW_arial_Approach1,16,2,0,8,30,108,108
MNW_arial_Approach1,8,1,0,8,30,108,108
MP_arial_Approach1,10,2,0,4,12,88,88
MP_arial_Approach1,8,1,0,4,12,88,88
MY_arial_Approach1,12,2,0,4,12,64,64
MY_arial_Approach1,8,1,0,4,12,64,64
NB_arial_Approach1,4,2,0,2,4,112,112
NB_arial_Approach1,2,1,0,2,4,112,112
ND_arial_Approach1,4,2,0,4,9,84,84
ND_arial_Approach1,2,1,0,4,9,84,84
NJY_arial_Approach1,28,6,0,12,28,92,92
NJY_arial_Approach1,8,1,0,12,28,92,92
NJY_arial_Approach1,16,2,0,12,28,92,92
NJY_arial_Approach1,20,3,0,12,28,92,92
NJY_arial_Approach1,26,5,0,12,28,92,92
NJY_arial_Approach1,24,4,0,12,28,92,92
NPP_arial_Approach1,11,4,0,5,14,124,124
NPP_arial_Approach1,5,1,0,5,14,124,124
NPP_arial_Approach1,7,2,0,5,14,124,124
NPP_arial_Approach1,9,3,0,5,14,124,124
NUO_arial_Approach1,18,6,0,8,18,114,114
NUO_arial_Approach1,6,1,0,8,18,114,114
NUO_arial_Approach1,10,2,0,8,18,114,114
NUO_arial_Approach1,12,3,0,8,18,114,114
NUO_arial_Approach1,16,5,0,8,18,114,114
NUO_arial_Approach1,14,4,0,8,18,114,114
NWF_arial_Approach1,31,4,0,8,31,96,96
NWF_arial_Approach1,10,1,0,8,31,96,96
NWF_arial_Approach1,19,2,0,8,31,96,96
NWF_arial_Approach1,27,3,0,8,31,96,96
NWW_arial_Approach1,48,6,0,13,48,130,130
NWW_arial_Approach1,36,4,0,13,48,130,130
NWW_arial_Approach1,28,3,0,13,48,130,130
NWW_arial_Approach1,12,1,0,13,48,130,130
NWW_arial_Approach1,20,2,0,13,48,130,130
NWW_arial_Approach1,44,5,0,13,48,130,130
OGB_arial_Approach1,35,8,0,17,43,216,216
OGB_arial_Approach1,16,2,0,17,43,216,216
OGB_arial_Approach1,9,1,0,17,43,216,216
OGB_arial_Approach1,22,3,0,17,43,216,216
OGB_arial_Approach1,33,7,0,17,43,216,216
OGB_arial_Approach1,26,4,0,17,43,216,216
OGB_arial_Approach1,29,5,0,17,43,216,216
OGB_arial_Approach1,31,6,0,17,43,216,216
OGW_arial_Approach1,41,10,0,17,50,182,182
OGW_arial_Approach1,8,1,0,17,50,182,182
OGW_arial_Approach1,27,4,0,17,50,182,182
OGW_arial_Approach1,16,2,0,17,50,182,182
OGW_arial_Approach1,30,5,0,17,50,182,182
OGW_arial_Approach1,22,3,0,17,50,182,182
OGW_arial_Approach1,33,6,0,17,50,182,182
OGW_arial_Approach1,39,9,0,17,50,182,182
OGW_arial_Approach1,35,7,0,17,50,182,182
OGW_arial_Approach1,37,8,0,17,50,182,182
OMJ_arial_Approach1,28,4,0,8,28,134,134
OMJ_arial_Approach1,10,1,0,8,28,134,134
OMJ_arial_Approach1,18,2,0,8,28,134,134
OMJ_arial_Approach1,26,3,0,8,28,134,134
OPN_arial_Approach1,20,3,0,7,25,132,132
OPN_arial_Approach1,11,1,0,7,25,132,132
OPN_arial_Approach1,17,2,0,7,25,132,132
P_arial_Approach1,5,1,0,2,5,54,54
PAZ_arial_Approach1,16,6,0,8,19,118,118
PAZ_arial_Approach1,4,1,0,8,19,118,118
PAZ_arial_Approach1,12,4,0,8,19,118,118
PAZ_arial_Approach1,8,2,0,8,19,118,118
PAZ_arial_Approach1,10,3,0,8,19,118,118
PAZ_arial_Approach1,14,5,0,8,19,118,118
PD_arial_Approach1,23,6,0,8,23,116,116
PD_arial_Approach1,10,1,0,8,23,116,116
PD_arial_Approach1,14,2,0,8,23,116,116
PD_arial_Approach1,19,4,0,8,23,116,116
PD_arial_Approach1,21,5,0,8,23,116,116
PD_arial_Approach1,17,3,0,8,23,116,116
PI_arial_Approach1,9,1,0,4,9,68,68
PJW_arial_Approach1,40,8,0,15,42,132,132
PJW_arial_Approach1,12,1,0,15,42,132,132
PJW_arial_Approach1,20,2,0,15,42,132,132
PJW_arial_Approach1,32,4,0,15,42,132,132
PJW_arial_Approach1,27,3,0,15,42,132,132
PJW_arial_Approach1,34,5,0,15,42,132,132
PJW_arial_Approach1,38,7,0,15,42,132,132
PJW_arial_Approach1,36,6,0,15,42,132,132
PQW_arial_Approach1,30,6,0,11,30,196,196
PQW_arial_Approach1,10,1,0,11,30,196,196
PQW_arial_Approach1,22,3,0,11,30,196,196
PQW_arial_Approach1,18,2,0,11,30,196,196
PQW_arial_Approach1,28,5,0,11,30,196,196
PQW_arial_Approach1,26,4,0,11,30,196,196
PYE_arial_Approach1,13,4,0,6,13,102,102
PYE_arial_Approach1,5,1,0,6,13,102,102
PYE_arial_Approach1,9,2,0,6,13,102,102
PYE_arial_Approach1,11,3,0,6,13,102,102
PYO_arial_Approach1,13,4,0,6,13,134,134
PYO_arial_Approach1,5,1,0,6,13,134,134
PYO_arial_Approach1,11,3,0,6,13,134,134
PYO_arial_Approach1,9,2,0,6,13,134,134
Q_arial_Approach1,4,1,0,2,4,86,86
QFN_arial_Approach1,17,3,0,6,17,140,140
QFN_arial_Approach1,9,1,0,6,17,140,140
QFN_arial_Approach1,15,2,0,6,17,140,140
QFR_arial_Approach1,6,1,0,3,6,186,186
QLZ_arial_Approach1,28,7,0,11,28,128,128
QLZ_arial_Approach1,8,1,0,11,28,128,128
QLZ_arial_Approach1,15,2,0,11,28,128,128
QLZ_arial_Approach1,24,5,0,11,28,128,128
QLZ_arial_Approach1,19,3,0,11,28,128,128
QLZ_arial_Approach1,26,6,0,11,28,128,128
QLZ_arial_Approach1,22,4,0,11,28,128,128
QM_arial_Approach1,26,4,0,10,26,124,124
QM_arial_Approach1,10,1,0,10,26,124,124
QM_arial_Approach1,16,2,0,10,26,124,124
QM_arial_Approach1,22,3,0,10,26,124,124
QN_arial_Approach1,22,5,0,9,22,110,110
QN_arial_Approach1,8,1,0,9,22,110,110
QN_arial_Approach1,14,2,0,9,22,110,110
QN_arial_Approach1,20,4,0,9,22,110,110
QN_arial_Approach1,18,3,0,9,22,110,110
QW_arial_Approach1,24,4,0,8,24,138,138
QW_arial_Approach1,10,1,0,8,24,138,138
QW_arial_Approach1,18,2,0,8,24,138,138
QW_arial_Approach1,22,3,0,8,24,138,138
QX_arial_Approach1,27,4,0,10,27,134,134
QX_arial_Approach1,16,1,0,10,27,134,134
QX_arial_Approach1,21,2,0,10,27,134,134
QX_arial_Approach1,25,3,0,10,27,134,134
QYH_arial_Approach1,16,3,0,7,16,144,144
QYH_arial_Approach1,10,1,0,7,16,144,144
QYH_arial_Approach1,14,2,0,7,16,144,144
QYR_arial_Approach1,16,3,0,7,16,190,190
QYR_arial_Approach1,10,1,0,7,16,190,190
QYR_arial_Approach1,14,2,0,7,16,190,190
QMP_arial_Approach1,24,5,0,11,26,176,176
QMP_arial_Approach1,8,1,0,11,26,176,176
QMP_arial_Approach1,18,3,0,11,26,176,176
QMP_arial_Approach1,14,2,0,11,26,176,176
QMP_arial_Approach1,22,4,0,11,26,176,176
QPV_arial_Approach1,25,4,0,10,25,166,166
QPV_arial_Approach1,9,1,0,10,25,166,166
QPV_arial_Approach1,17,2,0,10,25,166,166
QPV_arial_Approach1,23,3,0,10,25,166,166
RJ_arial_Approach1,2,1,0,1,2,104,104
RMJ_arial_Approach1,26,5,0,8,26,144,144
RMJ_arial_Approach1,10,1,0,8,26,144,144
RMJ_arial_Approach1,16,2,0,8,26,144,144
RMJ_arial_Approach1,22,3,0,8,26,144,144
RMJ_arial_Approach1,24,4,0,8,26,144,144
SF_arial_Approach1,20,5,0,8,20,120,120
SF_arial_Approach1,5,1,0,8,20,120,120
SF_arial_Approach1,9,2,0,8,20,120,120
SF_arial_Approach1,13,3,0,8,20,120,120
SF_arial_Approach1,17,4,0,8,20,120,120
SH_arial_Approach1,25,5,0,9,25,128,128
SH_arial_Approach1,8,1,0,9,25,128,128
SH_arial_Approach1,13,2,0,9,25,128,128
SH_arial_Approach1,18,3,0,9,25,128,128
SH_arial_Approach1,22,4,0,9,25,128,128
SL_arial_Approach1,20,5,0,8,20,126,126
SL_arial_Approach1,5,1,0,8,20,126,126
SL_arial_Approach1,10,2,0,8,20,126,126
SL_arial_Approach1,17,4,0,8,20,126,126
SL_arial_Approach1,14,3,0,8,20,126,126
SNO_arial_Approach1,40,7,0,15,40,188,188
SNO_arial_Approach1,12,1,0,15,40,188,188
SNO_arial_Approach1,20,2,0,15,40,188,188
SNO_arial_Approach1,34,5,0,15,40,188,188
SNO_arial_Approach1,28,3,0,15,40,188,188
SNO_arial_Approach1,38,6,0,15,40,188,188
SNO_arial_Approach1,32,4,0,15,40,188,188
SOF_arial_Approach1,31,8,0,14,31,186,186
SOF_arial_Approach1,12,2,0,14,31,186,186
SOF_arial_Approach1,20,4,0,14,31,186,186
SOF_arial_Approach1,24,5,0,14,31,186,186
SOF_arial_Approach1,7,1,0,14,31,186,186
SOF_arial_Approach1,27,6,0,14,31,186,186
SOF_arial_Approach1,16,3,0,14,31,186,186
SOF_arial_Approach1,29,7,0,14,31,186,186
SOG_arial_Approach1,31,9,0,18,40,232,232
SOG_arial_Approach1,6,1,0,18,40,232,232
SOG_arial_Approach1,11,2,0,18,40,232,232
SOG_arial_Approach1,19,4,0,18,40,232,232
SOG_arial_Approach1,15,3,0,18,40,232,232
SOG_arial_Approach1,23,5,0,18,40,232,232
SOG_arial_Approach1,25,6,0,18,40,232,232
SOG_arial_Approach1,29,8,0,18,40,232,232
SOG_arial_Approach1,27,7,0,18,40,232,232
SOS_arial_Approach1,46,11,0,21,50,260,260
SOS_arial_Approach1,15,2,0,21,50,260,260
SOS_arial_Approach1,36,7,0,21,50,260,260
SOS_arial_Approach1,9,1,0,21,50,260,260
SOS_arial_Approach1,42,9,0,21,50,260,260
SOS_arial_Approach1,20,3,0,21,50,260,260
SOS_arial_Approach1,28,5,0,21,50,260,260
SOS_arial_Approach1,32,6,0,21,50,260,260
SOS_arial_Approach1,24,4,0,21,50,260,260
SOS_arial_Approach1,44,10,0,21,50,260,260
SOS_arial_Approach1,39,8,0,21,50,260,260
SVY_arial_Approach1,30,6,0,14,35,156,156
SVY_arial_Approach1,13,1,0,14,35,156,156
SVY_arial_Approach1,22,3,0,14,35,156,156
SVY_arial_Approach1,18,2,0,14,35,156,156
SVY_arial_Approach1,26,4,0,14,35,156,156
SVY_arial_Approach1,28,5,0,14,35,156,156
SYZ_arial_Approach1,35,7,0,15,37,158,158
SYZ_arial_Approach1,10,1,0,15,37,158,158
SYZ_arial_Approach1,18,2,0,15,37,158,158
SYZ_arial_Approach1,31,5,0,15,37,158,158
SYZ_arial_Approach1,23,3,0,15,37,158,158
SYZ_arial_Approach1,27,4,0,15,37,158,158
SYZ_arial_Approach1,33,6,0,15,37,158,158
TIA_arial_Approach1,10,3,0,5,10,64,64
TIA_arial_Approach1,4,1,0,5,10,64,64
TIA_arial_Approach1,8,2,0,5,10,64,64
SD_arial_Approach1,34,5,0,14,36,170,170
SD_arial_Approach1,9,1,0,14,36,170,170
SD_arial_Approach1,18,2,0,14,36,170,170
SD_arial_Approach1,30,4,0,14,36,170,170
SD_arial_Approach1,26,3,0,14,36,170,170
SDF_arial_Approach1,38,7,0,16,38,184,184
SDF_arial_Approach1,9,1,0,16,38,184,184
SDF_arial_Approach1,17,2,0,16,38,184,184
SDF_arial_Approach1,36,6,0,16,38,184,184
SDF_arial_Approach1,32,5,0,16,38,184,184
SDF_arial_Approach1,28,4,0,16,38,184,184
SDF_arial_Approach1,24,3,0,16,38,184,184
TRD_arial_Approach1,21,5,0,8,24,156,156
TRD_arial_Approach1,7,1,0,8,24,156,156
TRD_arial_Approach1,13,2,0,8,24,156,156
TRD_arial_Approach1,16,3,0,8,24,156,156
TRD_arial_Approach1,19,4,0,8,24,156,156
TS_arial_Approach1,9,2,0,4,9,116,116
TS_arial_Approach1,5,1,0,4,9,116,116
TSM_arial_Approach1,42,10,0,13,42,162,162
TSM_arial_Approach1,10,1,0,13,42,162,162
TSM_arial_Approach1,31,5,0,13,42,162,162
TSM_arial_Approach1,18,2,0,13,42,162,162
TSM_arial_Approach1,34,6,0,13,42,162,162
TSM_arial_Approach1,23,3,0,13,42,162,162
TSM_arial_Approach1,27,4,0,13,42,162,162
TSM_arial_Approach1,36,7,0,13,42,162,162
TSM_arial_Approach1,40,9,0,13,42,162,162
TSM_arial_Approach1,38,8,0,13,42,162,162
UA_arial_Approach1,12,2,0,6,14,76,76
UA_arial_Approach1,8,1,0,6,14,76,76
UD_arial_Approach1,10,1,0,4,10,104,104
UH_arial_Approach1,4,1,0,2,4,66,66
UI_arial_Approach1,8,3,0,4,8,50,50
UI_arial_Approach1,4,1,0,4,8,50,50
UI_arial_Approach1,6,2,0,4,8,50,50
UIN_arial_Approach1,8,2,0,4,10,70,70
UIN_arial_Approach1,6,1,0,4,10,70,70
UNY_arial_Approach1,22,5,0,8,22,92,92
UNY_arial_Approach1,9,1,0,8,22,92,92
UNY_arial_Approach1,14,2,0,8,22,92,92
UNY_arial_Approach1,18,3,0,8,22,92,92
UNY_arial_Approach1,20,4,0,8,22,92,92
UP_arial_Approach1,6,2,0,4,8,94,94
UP_arial_Approach1,4,1,0,4,8,94,94
