letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight,all_candidates,all_candidates_y
UPJ_arial_Approach1,11,4,0,6,13,132,132
UPJ_arial_Approach1,4,1,0,6,13,132,132
UPJ_arial_Approach1,7,2,0,6,13,132,132
UPJ_arial_Approach1,9,3,0,6,13,132,132
VNM_arial_Approach1,25,5,0,7,25,80,80
VNM_arial_Approach1,10,1,0,7,25,80,80
VNM_arial_Approach1,19,2,0,7,25,80,80
VNM_arial_Approach1,23,4,0,7,25,80,80
VNM_arial_Approach1,21,3,0,7,25,80,80
VQ_arial_Approach1,17,3,0,8,17,110,110
VQ_arial_Approach1,11,1,0,8,17,110,110
VQ_arial_Approach1,15,2,0,8,17,110,110
VUJ_arial_Approach1,4,2,0,2,4,100,100
VUJ_arial_Approach1,2,1,0,2,4,100,100
WD_arial_Approach1,22,3,0,6,22,116,116
WD_arial_Approach1,8,1,0,6,22,116,116
WD_arial_Approach1,16,2,0,6,22,116,116
WF_arial_Approach1,19,3,0,5,19,74,74
WF_arial_Approach1,9,1,0,5,19,74,74
WF_arial_Approach1,17,2,0,5,19,74,74
WFD_arial_Approach1,33,6,0,10,33,148,148
WFD_arial_Approach1,26,3,0,10,33,148,148
WFD_arial_Approach1,9,1,0,10,33,148,148
WFD_arial_Approach1,18,2,0,10,33,148,148
WFD_arial_Approach1,31,5,0,10,33,148,148
WFD_arial_Approach1,29,4,0,10,33,148,148
WG_arial_Approach1,22,3,0,6,22,130,130
WG_arial_Approach1,10,1,0,6,22,130,130
WG_arial_Approach1,18,2,0,6,22,130,130
WI_arial_Approach1,16,2,0,4,16,62,62
WI_arial_Approach1,8,1,0,4,16,62,62
WJ_arial_Approach1,20,4,0,6,20,90,90
WJ_arial_Approach1,8,1,0,6,20,90,90
WJ_arial_Approach1,18,3,0,6,20,90,90
WJ_arial_Approach1,16,2,0,6,20,90,90
WM_arial_Approach1,28,4,0,7,28,88,88
WM_arial_Approach1,10,1,0,7,28,88,88
WM_arial_Approach1,18,2,0,7,28,88,88
WM_arial_Approach1,26,3,0,7,28,88,88
WP_arial_Approach1,16,2,0,4,16,106,106
WP_arial_Approach1,8,1,0,4,16,106,106
WPG_arial_Approach1,25,3,0,9,27,184,184
WPG_arial_Approach1,9,1,0,9,27,184,184
WPG_arial_Approach1,17,2,0,9,27,184,184
WQ_arial_Approach1,24,4,0,8,24,138,138
WQ_arial_Approach1,16,2,0,8,24,138,138
WQ_arial_Approach1,8,1,0,8,24,138,138
WQ_arial_Approach1,20,3,0,8,24,138,138
WW_arial_Approach1,32,4,0,8,32,108,108
WW_arial_Approach1,8,1,0,8,32,108,108
WW_arial_Approach1,16,2,0,8,32,108,108
WW_arial_Approach1,24,3,0,8,32,108,108
XBL_arial_Approach1,19,6,0,11,25,140,140
XBL_arial_Approach1,7,1,0,11,25,140,140
XBL_arial_Approach1,13,3,0,11,25,140,140
XBL_arial_Approach1,15,4,0,11,25,140,140
XBL_arial_Approach1,11,2,0,11,25,140,140
XBL_arial_Approach1,17,5,0,11,25,140,140
XGU_arial_Approach1,28,7,0,13,32,162,162
XGU_arial_Approach1,11,1,0,13,32,162,162
XGU_arial_Approach1,15,2,0,13,32,162,162
XGU_arial_Approach1,19,3,0,13,32,162,162
XGU_arial_Approach1,22,4,0,13,32,162,162
XGU_arial_Approach1,24,5,0,13,32,162,162
XGU_arial_Approach1,26,6,0,13,32,162,162
XIT_arial_Approach1,4,1,0,2,4,72,72
XJ_arial_Approach1,16,2,0,7,16,78,78
XJ_arial_Approach1,12,1,0,7,16,78,78
XL_arial_Approach1,12,2,0,4,12,60,60
XL_arial_Approach1,8,1,0,4,12,60,60
XMA_arial_Approach1,34,6,0,11,34,118,118
XMA_arial_Approach1,10,1,0,11,34,118,118
XMA_arial_Approach1,18,2,0,11,34,118,118
XMA_arial_Approach1,24,3,0,11,34,118,118
XMA_arial_Approach1,28,4,0,11,34,118,118
XMA_arial_Approach1,32,5,0,11,34,118,118
XP_arial_Approach1,12,2,0,4,12,100,100
XP_arial_Approach1,8,1,0,4,12,100,100
XRT_arial_Approach1,19,4,0,7,19,140,140
XRT_arial_Approach1,8,1,0,7,19,140,140
XRT_arial_Approach1,13,2,0,7,19,140,140
XRT_arial_Approach1,17,3,0,7,19,140,140
XT_arial_Approach1,4,1,0,2,4,60,60
XWI_arial_Approach1,24,3,0,6,24,108,108
XWI_arial_Approach1,10,1,0,6,24,108,108
XWI_arial_Approach1,18,2,0,6,24,108,108
XXW_arial_Approach1,35,5,0,10,35,150,150
XXW_arial_Approach1,10,1,0,10,35,150,150
XXW_arial_Approach1,25,3,0,10,35,150,150
XXW_arial_Approach1,31,4,0,10,35,150,150
XXW_arial_Approach1,18,2,0,10,35,150,150
YDH_arial_Approach1,16,5,0,9,18,112,112
YDH_arial_Approach1,12,3,0,9,18,112,112
YDH_arial_Approach1,8,2,0,9,18,112,112
YDH_arial_Approach1,4,1,0,9,18,112,112
YDH_arial_Approach1,14,4,0,9,18,112,112
YUT_arial_Approach1,4,1,0,2,4,92,92
YXW_arial_Approach1,30,4,0,8,30,130,130
YXW_arial_Approach1,10,1,0,8,30,130,130
YXW_arial_Approach1,18,2,0,8,30,130,130
YXW_arial_Approach1,25,3,0,8,30,130,130
ZCI_arial_Approach1,42,8,0,14,44,108,108
ZCI_arial_Approach1,11,1,0,14,44,108,108
ZCI_arial_Approach1,30,4,0,14,44,108,108
ZCI_arial_Approach1,39,7,0,14,44,108,108
ZCI_arial_Approach1,21,2,0,14,44,108,108
ZCI_arial_Approach1,26,3,0,14,44,108,108
ZCI_arial_Approach1,33,5,0,14,44,108,108
ZCI_arial_Approach1,36,6,0,14,44,108,108
ZGC_arial_Approach1,29,8,0,14,34,164,164
ZGC_arial_Approach1,15,1,0,14,34,164,164
ZGC_arial_Approach1,19,3,0,14,34,164,164
ZGC_arial_Approach1,17,2,0,14,34,164,164
ZGC_arial_Approach1,25,6,0,14,34,164,164
ZGC_arial_Approach1,27,7,0,14,34,164,164
ZGC_arial_Approach1,23,5,0,14,34,164,164
ZGC_arial_Approach1,21,4,0,14,34,164,164
ZJY_arial_Approach1,29,7,0,13,29,104,104
ZJY_arial_Approach1,9,1,0,13,29,104,104
ZJY_arial_Approach1,17,2,0,13,29,104,104
ZJY_arial_Approach1,23,4,0,13,29,104,104
ZJY_arial_Approach1,27,6,0,13,29,104,104
ZJY_arial_Approach1,25,5,0,13,29,104,104
ZJY_arial_Approach1,21,3,0,13,29,104,104
ZOZ_arial_Approach1,29,7,0,13,31,120,120
ZOZ_arial_Approach1,7,1,0,13,31,120,120
ZOZ_arial_Approach1,23,4,0,13,31,120,120
ZOZ_arial_Approach1,14,2,0,13,31,120,120
ZOZ_arial_Approach1,19,3,0,13,31,120,120
ZOZ_arial_Approach1,25,5,0,13,31,120,120
ZOZ_arial_Approach1,27,6,0,13,31,120,120
ZSM_arial_Approach1,62,10,0,19,62,170,170
ZSM_arial_Approach1,41,4,0,19,62,170,170
ZSM_arial_Approach1,23,2,0,19,62,170,170
ZSM_arial_Approach1,47,5,0,19,62,170,170
ZSM_arial_Approach1,33,3,0,19,62,170,170
ZSM_arial_Approach1,13,1,0,19,62,170,170
ZSM_arial_Approach1,58,8,0,19,62,170,170
ZSM_arial_Approach1,51,6,0,19,62,170,170
ZSM_arial_Approach1,60,9,0,19,62,170,170
ZSM_arial_Approach1,55,7,0,19,62,170,170
A_Average-Regular_Approach2,4,1,0,2,4,114,114
ACI_Average-Regular_Approach2,19,4,0,6,19,180,180
ACI_Average-Regular_Approach2,8,1,0,6,19,180,180
ACI_Average-Regular_Approach2,17,3,0,6,19,180,180
ACI_Average-Regular_Approach2,13,2,0,6,19,180,180
AEJ_Average-Regular_Approach2,13,3,0,6,13,226,226
AEJ_Average-Regular_Approach2,7,1,0,6,13,226,226
AEJ_Average-Regular_Approach2,11,2,0,6,13,226,226
AEY_Average-Regular_Approach2,14,3,0,5,14,262,262
AEY_Average-Regular_Approach2,6,1,0,5,14,262,262
AEY_Average-Regular_Approach2,11,2,0,5,14,262,262
AJD_Average-Regular_Approach2,20,4,0,7,20,232,232
AJD_Average-Regular_Approach2,9,1,0,7,20,232,232
AJD_Average-Regular_Approach2,18,3,0,7,20,232,232
AJD_Average-Regular_Approach2,16,2,0,7,20,232,232
AKV_Average-Regular_Approach2,13,3,0,5,13,234,234
AKV_Average-Regular_Approach2,7,1,0,5,13,234,234
AKV_Average-Regular_Approach2,11,2,0,5,13,234,234
ANC_Average-Regular_Approach2,22,6,0,8,22,246,246
ANC_Average-Regular_Approach2,12,2,0,8,22,246,246
ANC_Average-Regular_Approach2,15,3,0,8,22,246,246
ANC_Average-Regular_Approach2,7,1,0,8,22,246,246
ANC_Average-Regular_Approach2,20,5,0,8,22,246,246
ANC_Average-Regular_Approach2,18,4,0,8,22,246,246
ARV_Average-Regular_Approach2,17,3,0,7,17,246,246
ARV_Average-Regular_Approach2,8,1,0,7,17,246,246
ARV_Average-Regular_Approach2,15,2,0,7,17,246,246
AW_Average-Regular_Approach2,4,1,0,2,4,160,160
AX_Average-Regular_Approach2,16,3,0,5,16,188,188
AX_Average-Regular_Approach2,7,1,0,5,16,188,188
AX_Average-Regular_Approach2,14,2,0,5,16,188,188
AXF_Average-Regular_Approach2,24,5,0,8,24,286,286
AXF_Average-Regular_Approach2,16,2,0,8,24,286,286
AXF_Average-Regular_Approach2,9,1,0,8,24,286,286
AXF_Average-Regular_Approach2,22,4,0,8,24,286,286
AXF_Average-Regular_Approach2,20,3,0,8,24,286,286
AZ_Average-Regular_Approach2,9,2,0,3,9,120,120
AZ_Average-Regular_Approach2,6,1,0,3,9,120,120
AZH_Average-Regular_Approach2,17,4,0,6,17,248,248
AZH_Average-Regular_Approach2,8,1,0,6,17,248,248
AZH_Average-Regular_Approach2,13,2,0,6,17,248,248
AZH_Average-Regular_Approach2,15,3,0,6,17,248,248
AT_Average-Regular_Approach2,15,3,0,5,15,164,164
AT_Average-Regular_Approach2,11,1,0,5,15,164,164
AT_Average-Regular_Approach2,13,2,0,5,15,164,164
B_Average-Regular_Approach2,9,3,0,4,9,112,112
B_Average-Regular_Approach2,5,1,0,4,9,112,112
B_Average-Regular_Approach2,7,2,0,4,9,112,112
BEV_Average-Regular_Approach2,21,2,0,7,21,264,264
BEV_Average-Regular_Approach2,12,1,0,7,21,264,264
BKQ_Average-Regular_Approach2,13,2,0,5,13,196,196
BKQ_Average-Regular_Approach2,9,1,0,5,13,196,196
BLC_Average-Regular_Approach2,13,3,0,6,13,236,236
BLC_Average-Regular_Approach2,6,1,0,6,13,236,236
BLC_Average-Regular_Approach2,11,2,0,6,13,236,236
BO_Average-Regular_Approach2,14,3,0,6,14,184,184
BO_Average-Regular_Approach2,5,1,0,6,14,184,184
BO_Average-Regular_Approach2,10,2,0,6,14,184,184
BTM_Average-Regular_Approach2,18,5,0,7,18,306,306
BTM_Average-Regular_Approach2,6,1,0,7,18,306,306
BTM_Average-Regular_Approach2,16,4,0,7,18,306,306
BTM_Average-Regular_Approach2,14,3,0,7,18,306,306
BTM_Average-Regular_Approach2,12,2,0,7,18,306,306
BVD_Average-Regular_Approach2,15,3,0,6,15,274,274
BVD_Average-Regular_Approach2,8,1,0,6,15,274,274
BVD_Average-Regular_Approach2,12,2,0,6,15,274,274
BOC_Average-Regular_Approach2,9,3,0,4,9,242,242
BOC_Average-Regular_Approach2,5,1,0,4,9,242,242
BOC_Average-Regular_Approach2,7,2,0,4,9,242,242
CBS_Average-Regular_Approach2,24,6,0,9,24,242,242
CBS_Average-Regular_Approach2,10,1,0,9,24,242,242
CBS_Average-Regular_Approach2,15,2,0,9,24,242,242
CBS_Average-Regular_Approach2,18,3,0,9,24,242,242
CBS_Average-Regular_Approach2,20,4,0,9,24,242,242
CBS_Average-Regular_Approach2,22,5,0,9,24,242,242
CGY_Average-Regular_Approach2,13,2,0,5,13,240,240
CGY_Average-Regular_Approach2,8,1,0,5,13,240,240
CIO_Average-Regular_Approach2,16,3,0,7,16,160,160
CIO_Average-Regular_Approach2,7,1,0,7,16,160,160
CIO_Average-Regular_Approach2,12,2,0,7,16,160,160
COP_Average-Regular_Approach2,13,3,0,5,13,214,214
COP_Average-Regular_Approach2,8,1,0,5,13,214,214
COP_Average-Regular_Approach2,11,2,0,5,13,214,214
CRK_Average-Regular_Approach2,19,3,0,7,19,242,242
CRK_Average-Regular_Approach2,11,1,0,7,19,242,242
CRK_Average-Regular_Approach2,17,2,0,7,19,242,242
CU_Average-Regular_Approach2,6,1,0,2,6,158,158
CUH_Average-Regular_Approach2,13,1,0,4,15,290,290
CV_Average-Regular_Approach2,6,1,0,3,6,118,118
CWC_Average-Regular_Approach2,10,2,0,5,10,196,196
CWC_Average-Regular_Approach2,6,1,0,5,10,196,196
CXS_Average-Regular_Approach2,9,2,0,4,9,210,210
CXS_Average-Regular_Approach2,7,1,0,4,9,210,210
CVG_Average-Regular_Approach2,10,2,0,4,10,212,212
CVG_Average-Regular_Approach2,8,1,0,4,10,212,212
DAQ_Average-Regular_Approach2,11,3,0,5,11,176,176
DAQ_Average-Regular_Approach2,5,1,0,5,11,176,176
DAQ_Average-Regular_Approach2,9,2,0,5,11,176,176
DGC_Average-Regular_Approach2,13,3,0,4,13,250,250
DGC_Average-Regular_Approach2,8,1,0,4,13,250,250
DGC_Average-Regular_Approach2,11,2,0,4,13,250,250
DGH_Average-Regular_Approach2,6,2,0,3,6,300,300
DGH_Average-Regular_Approach2,4,1,0,3,6,300,300
DIH_Average-Regular_Approach2,11,3,0,4,11,258,258
DIH_Average-Regular_Approach2,5,1,0,4,11,258,258
DIH_Average-Regular_Approach2,9,2,0,4,11,258,258
DMF_Average-Regular_Approach2,15,4,0,6,15,304,304
DMF_Average-Regular_Approach2,6,1,0,6,15,304,304
DMF_Average-Regular_Approach2,11,2,0,6,15,304,304
DMF_Average-Regular_Approach2,13,3,0,6,15,304,304
DMP_Average-Regular_Approach2,9,1,0,3,9,286,286
DP_Average-Regular_Approach2,9,3,0,4,9,184,184
DP_Average-Regular_Approach2,5,1,0,4,9,184,184
DP_Average-Regular_Approach2,7,2,0,4,9,184,184
DU_Average-Regular_Approach2,2,1,0,2,4,202,202
DV_Average-Regular_Approach2,2,1,0,2,4,164,164
EDH_Average-Regular_Approach2,22,4,0,8,22,336,336
EDH_Average-Regular_Approach2,9,1,0,8,22,336,336
EDH_Average-Regular_Approach2,14,2,0,8,22,336,336
EDH_Average-Regular_Approach2,19,3,0,8,22,336,336
EHX_Average-Regular_Approach2,17,3,0,7,17,344,344
EHX_Average-Regular_Approach2,10,1,0,7,17,344,344
EHX_Average-Regular_Approach2,15,2,0,7,17,344,344
EOB_Average-Regular_Approach2,18,6,0,8,18,268,268
EOB_Average-Regular_Approach2,8,1,0,8,18,268,268
EOB_Average-Regular_Approach2,16,5,0,8,18,268,268
EOB_Average-Regular_Approach2,10,2,0,8,18,268,268
EOB_Average-Regular_Approach2,14,4,0,8,18,268,268
EOB_Average-Regular_Approach2,12,3,0,8,18,268,268
EP_Average-Regular_Approach2,17,4,0,7,17,186,186
EP_Average-Regular_Approach2,8,1,0,7,17,186,186
EP_Average-Regular_Approach2,12,2,0,7,17,186,186
EP_Average-Regular_Approach2,15,3,0,7,17,186,186
ER_Average-Regular_Approach2,9,2,0,4,9,200,200
ER_Average-Regular_Approach2,5,1,0,4,9,200,200
ETC_Average-Regular_Approach2,4,1,0,2,4,266,266
EU_Average-Regular_Approach2,6,2,0,3,6,210,210
EU_Average-Regular_Approach2,4,1,0,3,6,210,210
EVG_Average-Regular_Approach2,5,1,0,2,5,268,268
FHP_Average-Regular_Approach2,8,2,0,3,8,292,292
FHP_Average-Regular_Approach2,5,1,0,3,8,292,292
FPJ_Average-Regular_Approach2,9,3,0,4,9,232,232
FPJ_Average-Regular_Approach2,4,1,0,4,9,232,232
FPJ_Average-Regular_Approach2,7,2,0,4,9,232,232
FSB_Average-Regular_Approach2,10,2,0,5,10,260,260
FSB_Average-Regular_Approach2,6,1,0,5,10,260,260
GEZ_Average-Regular_Approach2,20,3,0,6,20,220,220
GEZ_Average-Regular_Approach2,10,1,0,6,20,220,220
GEZ_Average-Regular_Approach2,16,2,0,6,20,220,220
GMU_Average-Regular_Approach2,10,2,0,4,10,266,266
GMU_Average-Regular_Approach2,8,1,0,4,10,266,266
GPS_Average-Regular_Approach2,14,3,0,6,14,214,214
GPS_Average-Regular_Approach2,10,2,0,6,14,214,214
GPS_Average-Regular_Approach2,5,1,0,6,14,214,214
GTB_Average-Regular_Approach2,15,3,0,6,15,274,274
GTB_Average-Regular_Approach2,8,1,0,6,15,274,274
GTB_Average-Regular_Approach2,13,2,0,6,15,274,274
GWG_Average-Regular_Approach2,12,3,0,6,12,240,240
GWG_Average-Regular_Approach2,8,2,0,6,12,240,240
GWG_Average-Regular_Approach2,4,1,0,6,12,240,240
HI_Average-Regular_Approach2,2,1,0,1,2,174,174
HKD_Average-Regular_Approach2,21,5,0,8,21,304,304
HKD_Average-Regular_Approach2,14,2,0,8,21,304,304
HKD_Average-Regular_Approach2,7,1,0,8,21,304,304
HKD_Average-Regular_Approach2,19,4,0,8,21,304,304
HKD_Average-Regular_Approach2,17,3,0,8,21,304,304
HO_Average-Regular_Approach2,7,1,0,3,7,210,210
HBV_Average-Regular_Approach2,21,4,0,6,21,284,284
HBV_Average-Regular_Approach2,16,2,0,6,21,284,284
HBV_Average-Regular_Approach2,9,1,0,6,21,284,284
HBV_Average-Regular_Approach2,19,3,0,6,21,284,284
IA_Average-Regular_Approach2,4,1,0,2,4,122,122
IB_Average-Regular_Approach2,8,1,0,4,13,132,132
IBY_Average-Regular_Approach2,11,3,0,6,14,216,216
IBY_Average-Regular_Approach2,5,1,0,6,14,216,216
IBY_Average-Regular_Approach2,9,2,0,6,14,216,216
IC_Average-Regular_Approach2,15,3,0,5,15,130,130
IC_Average-Regular_Approach2,7,1,0,5,15,130,130
IC_Average-Regular_Approach2,12,2,0,5,15,130,130
IH_Average-Regular_Approach2,2,1,0,1,2,174,174
IZ_Average-Regular_Approach2,2,1,0,2,4,96,96
JB_Average-Regular_Approach2,12,3,0,5,12,172,172
JB_Average-Regular_Approach2,8,1,0,5,12,172,172
JB_Average-Regular_Approach2,10,2,0,5,12,172,172
JBR_Average-Regular_Approach2,13,3,0,5,13,254,254
JBR_Average-Regular_Approach2,7,1,0,5,13,254,254
JBR_Average-Regular_Approach2,11,2,0,5,13,254,254
JC_Average-Regular_Approach2,4,2,0,2,4,124,124
JC_Average-Regular_Approach2,2,1,0,2,4,124,124
JCD_Average-Regular_Approach2,13,4,0,4,13,200,200
JCD_Average-Regular_Approach2,5,1,0,4,13,200,200
JCD_Average-Regular_Approach2,9,2,0,4,13,200,200
JCD_Average-Regular_Approach2,11,3,0,4,13,200,200
JJ_Average-Regular_Approach2,5,1,0,2,5,124,124
JNY_Average-Regular_Approach2,6,1,0,2,6,244,244
JO_Average-Regular_Approach2,4,2,0,2,4,132,132
JO_Average-Regular_Approach2,2,1,0,2,4,132,132
JRA_Average-Regular_Approach2,12,3,0,5,12,230,230
JRA_Average-Regular_Approach2,7,1,0,5,12,230,230
JRA_Average-Regular_Approach2,10,2,0,5,12,230,230
JXD_Average-Regular_Approach2,12,2,0,4,12,276,276
JXD_Average-Regular_Approach2,8,1,0,4,12,276,276
KGO_Average-Regular_Approach2,14,2,0,4,14,272,272
KGO_Average-Regular_Approach2,9,1,0,4,14,272,272
KIW_Average-Regular_Approach2,14,2,0,3,14,228,228
KIW_Average-Regular_Approach2,9,1,0,3,14,228,228
KJ_Average-Regular_Approach2,11,2,0,3,11,174,174
KJ_Average-Regular_Approach2,8,1,0,3,11,174,174
KJP_Average-Regular_Approach2,6,1,0,2,6,256,256
LAC_Average-Regular_Approach2,14,5,0,6,14,208,208
LAC_Average-Regular_Approach2,8,1,0,6,14,208,208
LAC_Average-Regular_Approach2,12,3,0,6,14,208,208
LAC_Average-Regular_Approach2,10,2,0,6,14,208,208
LBP_Average-Regular_Approach2,19,3,0,8,19,252,252
LBP_Average-Regular_Approach2,10,1,0,8,19,252,252
LBP_Average-Regular_Approach2,17,2,0,8,19,252,252
LZT_Average-Regular_Approach2,18,2,0,5,18,208,208
LZT_Average-Regular_Approach2,12,1,0,5,18,208,208
LWC_Average-Regular_Approach2,9,2,0,4,9,228,228
LWC_Average-Regular_Approach2,5,1,0,4,9,228,228
MB_Average-Regular_Approach2,14,3,0,5,14,202,202
MB_Average-Regular_Approach2,8,1,0,5,14,202,202
MB_Average-Regular_Approach2,12,2,0,5,14,202,202
MMK_Average-Regular_Approach2,10,2,0,3,10,298,298
MMK_Average-Regular_Approach2,8,1,0,3,10,298,298
MP_Average-Regular_Approach2,7,1,0,2,7,182,182
MY_Average-Regular_Approach2,6,1,0,3,6,198,198
NB_Average-Regular_Approach2,5,1,0,2,5,202,202
ND_Average-Regular_Approach2,9,2,0,3,9,192,192
ND_Average-Regular_Approach2,7,1,0,3,9,192,192
NJY_Average-Regular_Approach2,17,3,0,5,17,260,260
NJY_Average-Regular_Approach2,15,2,0,5,17,260,260
NJY_Average-Regular_Approach2,8,1,0,5,17,260,260
NPP_Average-Regular_Approach2,13,3,0,5,13,264,264
NPP_Average-Regular_Approach2,11,2,0,5,13,264,264
NPP_Average-Regular_Approach2,6,1,0,5,13,264,264
NUO_Average-Regular_Approach2,4,1,0,2,4,260,260
NWF_Average-Regular_Approach2,5,1,0,2,5,278,278
OGB_Average-Regular_Approach2,21,4,0,7,21,238,238
OGB_Average-Regular_Approach2,10,1,0,7,21,238,238
OGB_Average-Regular_Approach2,16,2,0,7,21,238,238
OGB_Average-Regular_Approach2,19,3,0,7,21,238,238
OGW_Average-Regular_Approach2,6,2,0,3,6,216,216
OGW_Average-Regular_Approach2,4,1,0,3,6,216,216
OPN_Average-Regular_Approach2,17,3,0,6,19,244,244
OPN_Average-Regular_Approach2,8,1,0,6,19,244,244
OPN_Average-Regular_Approach2,14,2,0,6,19,244,244
PAZ_Average-Regular_Approach2,16,4,0,7,16,210,210
PAZ_Average-Regular_Approach2,6,1,0,7,16,210,210
PAZ_Average-Regular_Approach2,10,2,0,7,16,210,210
PAZ_Average-Regular_Approach2,14,3,0,7,16,210,210
PD_Average-Regular_Approach2,13,3,0,4,13,186,186
PD_Average-Regular_Approach2,8,1,0,4,13,186,186
PD_Average-Regular_Approach2,11,2,0,4,13,186,186
PJW_Average-Regular_Approach2,9,2,0,3,9,214,214
PJW_Average-Regular_Approach2,7,1,0,3,9,214,214
PYE_Average-Regular_Approach2,10,2,0,4,10,288,288
PYE_Average-Regular_Approach2,6,1,0,4,10,288,288
PYO_Average-Regular_Approach2,6,1,0,2,6,254,254
RMJ_Average-Regular_Approach2,8,2,0,3,8,272,272
RMJ_Average-Regular_Approach2,6,1,0,3,8,272,272
SF_Average-Regular_Approach2,14,2,0,5,14,150,150
SF_Average-Regular_Approach2,12,1,0,5,14,150,150
SH_Average-Regular_Approach2,7,1,0,3,7,194,194
SL_Average-Regular_Approach2,15,3,0,5,15,122,122
SL_Average-Regular_Approach2,7,1,0,5,15,122,122
SL_Average-Regular_Approach2,12,2,0,5,15,122,122
SNO_Average-Regular_Approach2,10,2,0,4,10,230,230
SNO_Average-Regular_Approach2,7,1,0,4,10,230,230
SOF_Average-Regular_Approach2,7,2,0,4,10,232,232
SOF_Average-Regular_Approach2,4,1,0,4,10,232,232
SOG_Average-Regular_Approach2,6,2,0,4,8,236,236
SOG_Average-Regular_Approach2,4,1,0,4,8,236,236
SOS_Average-Regular_Approach2,13,4,0,6,13,218,218
SOS_Average-Regular_Approach2,4,1,0,6,13,218,218
SOS_Average-Regular_Approach2,8,2,0,6,13,218,218
SOS_Average-Regular_Approach2,11,3,0,6,13,218,218
SVY_Average-Regular_Approach2,4,1,0,2,4,204,204
SYZ_Average-Regular_Approach2,4,1,0,2,4,184,184
TA_Average-Regular_Approach2,15,3,0,5,15,164,164
TA_Average-Regular_Approach2,11,1,0,5,15,164,164
TA_Average-Regular_Approach2,13,2,0,5,15,164,164
TIA_Average-Regular_Approach2,11,2,0,6,13,198,198
TIA_Average-Regular_Approach2,7,1,0,6,13,198,198
SD_Average-Regular_Approach2,5,2,0,2,5,148,148
SD_Average-Regular_Approach2,3,1,0,2,5,148,148
SDF_Average-Regular_Approach2,23,5,0,9,23,244,244
SDF_Average-Regular_Approach2,12,2,0,9,23,244,244
SDF_Average-Regular_Approach2,7,1,0,9,23,244,244
SDF_Average-Regular_Approach2,20,4,0,9,23,244,244
SDF_Average-Regular_Approach2,16,3,0,9,23,244,244
TRD_Average-Regular_Approach2,21,4,0,7,21,270,270
TRD_Average-Regular_Approach2,8,1,0,7,21,270,270
TRD_Average-Regular_Approach2,14,2,0,7,21,270,270
TRD_Average-Regular_Approach2,19,3,0,7,21,270,270
TS_Average-Regular_Approach2,4,2,0,2,4,164,164
TS_Average-Regular_Approach2,2,1,0,2,4,164,164
TSM_Average-Regular_Approach2,15,3,0,5,15,242,242
TSM_Average-Regular_Approach2,8,1,0,5,15,242,242
TSM_Average-Regular_Approach2,12,2,0,5,15,242,242
TU_Average-Regular_Approach2,4,1,0,2,4,184,184
UA_Average-Regular_Approach2,13,2,0,5,13,186,186
UA_Average-Regular_Approach2,8,1,0,5,13,186,186
UAV_Average-Regular_Approach2,23,4,0,8,23,256,256
UAV_Average-Regular_Approach2,8,1,0,8,23,256,256
UAV_Average-Regular_Approach2,15,2,0,8,23,256,256
UAV_Average-Regular_Approach2,20,3,0,8,23,256,256
UD_Average-Regular_Approach2,5,1,0,2,5,188,188
UH_Average-Regular_Approach2,2,1,0,1,2,238,238
UI_Average-Regular_Approach2,4,2,0,2,4,154,154
UI_Average-Regular_Approach2,2,1,0,2,4,154,154
UNY_Average-Regular_Approach2,10,2,0,5,10,276,276
UNY_Average-Regular_Approach2,6,1,0,5,10,276,276
UPJ_Average-Regular_Approach2,8,2,0,4,8,224,224
UPJ_Average-Regular_Approach2,4,1,0,4,8,224,224
VNM_Average-Regular_Approach2,11,2,0,3,11,272,272
VNM_Average-Regular_Approach2,9,1,0,3,11,272,272
WD_Average-Regular_Approach2,5,1,0,2,5,178,178
WF_Average-Regular_Approach2,8,2,0,3,8,184,184
WF_Average-Regular_Approach2,6,1,0,3,8,184,184
WFD_Average-Regular_Approach2,8,2,0,3,8,274,274
WFD_Average-Regular_Approach2,5,1,0,3,8,274,274
WG_Average-Regular_Approach2,8,2,0,4,8,178,178
WG_Average-Regular_Approach2,4,1,0,4,8,178,178
WM_Average-Regular_Approach2,4,1,0,2,4,194,194
WPG_Average-Regular_Approach2,6,3,0,3,6,254,254
WPG_Average-Regular_Approach2,4,2,0,3,6,254,254
WPG_Average-Regular_Approach2,2,1,0,3,6,254,254
WWA_Average-Regular_Approach2,4,1,0,2,4,230,230
XBL_Average-Regular_Approach2,26,4,0,10,26,280,280
XBL_Average-Regular_Approach2,9,1,0,10,26,280,280
XBL_Average-Regular_Approach2,17,2,0,10,26,280,280
XBL_Average-Regular_Approach2,24,3,0,10,26,280,280
XGU_Average-Regular_Approach2,17,3,0,6,17,300,300
XGU_Average-Regular_Approach2,10,1,0,6,17,300,300
XGU_Average-Regular_Approach2,14,2,0,6,17,300,300
XIT_Average-Regular_Approach2,10,3,0,4,10,262,262
XIT_Average-Regular_Approach2,5,1,0,4,10,262,262
XIT_Average-Regular_Approach2,8,2,0,4,10,262,262
XMA_Average-Regular_Approach2,15,2,0,7,17,282,282
XMA_Average-Regular_Approach2,9,1,0,7,17,282,282
XP_Average-Regular_Approach2,17,2,0,5,17,204,204
XP_Average-Regular_Approach2,11,1,0,5,17,204,204
XRT_Average-Regular_Approach2,23,4,0,8,23,298,298
