letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight,all_candidates,all_candidates_y,ICD,Bearing Entropy,Categorized Bearing Entropy,Graph Asymmetry,Normalized ICD,Normalized Bearing Entropy,Normalized Categorized Bearing Entropy,Normalized Graph Asymmetry,Skeletonization_Method,Path
RMJ_Average-Regular_Approach1,18,3,0,8,21,66.5,133,2.02105263157895,6.58496250072116,3.1738759880186,756,0.6,1.0,1.0,0.7,Approach1,LSP
SF_Average-Regular_Approach1,4,1,0,2,4,36.5,73,2.0,5.75488750216347,3.07029700381665,303,0.5,0.9,1.0,0.3,Approach1,LSP
SH_Average-Regular_Approach1,4,1,0,2,4,47.5,95,2.0,5.97727992349992,2.92270481652531,348,0.5,0.9,0.9,0.4,Approach1,LSP
SL_Average-Regular_Approach1,4,1,0,2,4,29.5,59,2.0,5.39231742277876,3.03294637683112,225,0.5,0.8,1.0,0.2,Approach1,LSP
SNO_Average-Regular_Approach1,24,7,0,13,26,55.0,110,2.02352941176471,6.4262647547021,3.13362784464663,599,0.6,0.9,1.0,0.6,Approach1,LSP
SNO_Average-Regular_Approach1,8,1,0,13,26,55.0,110,2.02352941176471,6.4262647547021,3.13362784464663,599,0.6,0.9,1.0,0.6,Approach1,LSP
SNO_Average-Regular_Approach1,12,2,0,13,26,55.0,110,2.02352941176471,6.4262647547021,3.13362784464663,599,0.6,0.9,1.0,0.6,Approach1,LSP
SNO_Average-Regular_Approach1,22,6,0,13,26,55.0,110,2.02352941176471,6.4262647547021,3.13362784464663,599,0.6,0.9,1.0,0.6,Approach1,LSP
SNO_Average-Regular_Approach1,18,4,0,13,26,55.0,110,2.02352941176471,6.4262647547021,3.13362784464663,599,0.6,0.9,1.0,0.6,Approach1,LSP
SNO_Average-Regular_Approach1,16,3,0,13,26,55.0,110,2.02352941176471,6.4262647547021,3.13362784464663,599,0.6,0.9,1.0,0.6,Approach1,LSP
SNO_Average-Regular_Approach1,20,5,0,13,26,55.0,110,2.02352941176471,6.4262647547021,3.13362784464663,599,0.6,0.9,1.0,0.6,Approach1,LSP
SOF_Average-Regular_Approach1,15,4,0,8,18,56.5,113,2.02409638554217,6.39231742277876,3.11680500166422,575,0.6,0.9,1.0,0.5,Approach1,LSP
SOF_Average-Regular_Approach1,5,1,0,8,18,56.5,113,2.02409638554217,6.39231742277876,3.11680500166422,575,0.6,0.9,1.0,0.5,Approach1,LSP
SOF_Average-Regular_Approach1,9,2,0,8,18,56.5,113,2.02409638554217,6.39231742277876,3.11680500166422,575,0.6,0.9,1.0,0.5,Approach1,LSP
SOF_Average-Regular_Approach1,13,3,0,8,18,56.5,113,2.02409638554217,6.39231742277876,3.11680500166422,575,0.6,0.9,1.0,0.5,Approach1,LSP
SOG_Average-Regular_Approach1,10,3,0,6,13,56.5,113,2.0,6.58496250072116,3.18755278340787,585,0.5,1.0,1.0,0.6,Approach1,LSP
SOG_Average-Regular_Approach1,4,1,0,6,13,56.5,113,2.0,6.58496250072116,3.18755278340787,585,0.5,1.0,1.0,0.6,Approach1,LSP
SOG_Average-Regular_Approach1,8,2,0,6,13,56.5,113,2.0,6.58496250072116,3.18755278340787,585,0.5,1.0,1.0,0.6,Approach1,LSP
SOS_Average-Regular_Approach1,27,7,0,13,34,52.5,105,2.04545454545454,6.49185309632966,3.1178307745509,600,0.6,1.0,1.0,0.6,Approach1,LSP
SOS_Average-Regular_Approach1,8,1,0,13,34,52.5,105,2.04545454545454,6.49185309632966,3.1178307745509,600,0.6,1.0,1.0,0.6,Approach1,LSP
SOS_Average-Regular_Approach1,16,3,0,13,34,52.5,105,2.04545454545454,6.49185309632966,3.1178307745509,600,0.6,1.0,1.0,0.6,Approach1,LSP
SOS_Average-Regular_Approach1,12,2,0,13,34,52.5,105,2.04545454545454,6.49185309632966,3.1178307745509,600,0.6,1.0,1.0,0.6,Approach1,LSP
SOS_Average-Regular_Approach1,20,4,0,13,34,52.5,105,2.04545454545454,6.49185309632966,3.1178307745509,600,0.6,1.0,1.0,0.6,Approach1,LSP
SOS_Average-Regular_Approach1,23,5,0,13,34,52.5,105,2.04545454545454,6.49185309632966,3.1178307745509,600,0.6,1.0,1.0,0.6,Approach1,LSP
SOS_Average-Regular_Approach1,25,6,0,13,34,52.5,105,2.04545454545454,6.49185309632966,3.1178307745509,600,0.6,1.0,1.0,0.6,Approach1,LSP
SVY_Average-Regular_Approach1,17,3,0,6,17,50.0,100,2.0,6.28540221886226,3.14245073102642,400,0.5,0.9,1.0,0.4,Approach1,LSP
SVY_Average-Regular_Approach1,8,1,0,6,17,50.0,100,2.0,6.28540221886226,3.14245073102642,400,0.5,0.9,1.0,0.4,Approach1,LSP
SVY_Average-Regular_Approach1,13,2,0,6,17,50.0,100,2.0,6.28540221886226,3.14245073102642,400,0.5,0.9,1.0,0.4,Approach1,LSP
SYZ_Average-Regular_Approach1,13,3,0,5,13,45.5,91,1.97560975609756,6.33985000288461,3.22499962410016,528,0.5,0.9,1.0,0.5,Approach1,LSP
SYZ_Average-Regular_Approach1,8,1,0,5,13,45.5,91,1.97560975609756,6.33985000288461,3.22499962410016,528,0.5,0.9,1.0,0.5,Approach1,LSP
SYZ_Average-Regular_Approach1,11,2,0,5,13,45.5,91,1.97560975609756,6.33985000288461,3.22499962410016,528,0.5,0.9,1.0,0.5,Approach1,LSP
TA_Average-Regular_Approach1,12,2,0,3,12,40.0,80,2.0377358490566,5.75488750216347,3.19908623423116,332,0.6,0.9,1.0,0.3,Approach1,LSP
TA_Average-Regular_Approach1,8,1,0,3,12,40.0,80,2.0377358490566,5.75488750216347,3.19908623423116,332,0.6,0.9,1.0,0.3,Approach1,LSP
TIA_Average-Regular_Approach1,21,4,0,9,21,48.0,96,2.0327868852459,5.95419631038687,3.12126529677474,429,0.6,0.9,1.0,0.4,Approach1,LSP
TIA_Average-Regular_Approach1,14,2,0,9,21,48.0,96,2.0327868852459,5.95419631038687,3.12126529677474,429,0.6,0.9,1.0,0.4,Approach1,LSP
TIA_Average-Regular_Approach1,8,1,0,9,21,48.0,96,2.0327868852459,5.95419631038687,3.12126529677474,429,0.6,0.9,1.0,0.4,Approach1,LSP
TIA_Average-Regular_Approach1,19,3,0,9,21,48.0,96,2.0327868852459,5.95419631038687,3.12126529677474,429,0.6,0.9,1.0,0.4,Approach1,LSP
TLV_Average-Regular_Approach1,18,3,0,5,18,54.5,109,2.0,6.02236781302846,3.19439294844587,306,0.5,0.9,1.0,0.3,Approach1,LSP
TLV_Average-Regular_Approach1,10,1,0,5,18,54.5,109,2.0,6.02236781302846,3.19439294844587,306,0.5,0.9,1.0,0.3,Approach1,LSP
TLV_Average-Regular_Approach1,16,2,0,5,18,54.5,109,2.0,6.02236781302846,3.19439294844587,306,0.5,0.9,1.0,0.3,Approach1,LSP
SD_Average-Regular_Approach1,4,1,0,2,4,34.5,69,2.0,5.49185309632967,3.01485260782905,234,0.5,0.8,1.0,0.3,Approach1,LSP
SDF_Average-Regular_Approach1,8,2,0,4,8,58.5,117,2.0506329113924,6.33985000288461,3.17322532150252,547,0.6,0.9,1.0,0.5,Approach1,LSP
SDF_Average-Regular_Approach1,4,1,0,4,8,58.5,117,2.0506329113924,6.33985000288461,3.17322532150252,547,0.6,0.9,1.0,0.5,Approach1,LSP
TRD_Average-Regular_Approach1,5,2,0,2,5,64.5,129,2.02631578947368,6.26678654069491,3.13040299437076,448,0.6,0.9,1.0,0.4,Approach1,LSP
TRD_Average-Regular_Approach1,3,1,0,2,5,64.5,129,2.02631578947368,6.26678654069491,3.13040299437076,448,0.6,0.9,1.0,0.4,Approach1,LSP
TS_Average-Regular_Approach1,2,1,0,1,2,40.5,81,1.96875,5.97727992349992,3.1147142369677,307,0.5,0.9,1.0,0.3,Approach1,LSP
TSM_Average-Regular_Approach1,10,3,0,5,10,59.5,119,2.0,6.53915881110804,3.13254758073946,672,0.5,1.0,1.0,0.6,Approach1,LSP
TSM_Average-Regular_Approach1,4,1,0,5,10,59.5,119,2.0,6.53915881110804,3.13254758073946,672,0.5,1.0,1.0,0.6,Approach1,LSP
TSM_Average-Regular_Approach1,8,2,0,5,10,59.5,119,2.0,6.53915881110804,3.13254758073946,672,0.5,1.0,1.0,0.6,Approach1,LSP
TU_Average-Regular_Approach1,8,2,0,3,8,45.5,91,1.96363636363636,5.75488750216347,3.07967482799906,286,0.5,0.9,1.0,0.3,Approach1,LSP
TU_Average-Regular_Approach1,6,1,0,3,8,45.5,91,1.96363636363636,5.75488750216347,3.07967482799906,286,0.5,0.9,1.0,0.3,Approach1,LSP
UA_Average-Regular_Approach1,20,4,0,7,20,45.0,90,2.05970149253731,6.10852445677816,3.16198960921853,499,0.6,0.9,1.0,0.5,Approach1,LSP
UA_Average-Regular_Approach1,16,3,0,7,20,45.0,90,2.05970149253731,6.10852445677816,3.16198960921853,499,0.6,0.9,1.0,0.5,Approach1,LSP
UA_Average-Regular_Approach1,8,1,0,7,20,45.0,90,2.05970149253731,6.10852445677816,3.16198960921853,499,0.6,0.9,1.0,0.5,Approach1,LSP
UA_Average-Regular_Approach1,12,2,0,7,20,45.0,90,2.05970149253731,6.10852445677816,3.16198960921853,499,0.6,0.9,1.0,0.5,Approach1,LSP
UAV_Average-Regular_Approach1,27,4,0,7,27,62.0,124,2.02298850574713,6.45943161863731,3.14752496793334,464,0.6,1.0,1.0,0.5,Approach1,LSP
UAV_Average-Regular_Approach1,10,1,0,7,27,62.0,124,2.02298850574713,6.45943161863731,3.14752496793334,464,0.6,1.0,1.0,0.5,Approach1,LSP
UAV_Average-Regular_Approach1,18,2,0,7,27,62.0,124,2.02298850574713,6.45943161863731,3.14752496793334,464,0.6,1.0,1.0,0.5,Approach1,LSP
UAV_Average-Regular_Approach1,23,3,0,7,27,62.0,124,2.02298850574713,6.45943161863731,3.14752496793334,464,0.6,1.0,1.0,0.5,Approach1,LSP
UIN_Average-Regular_Approach1,12,2,0,5,16,55.0,110,2.0,6.44294349584872,3.12259977108887,562,0.5,0.9,1.0,0.5,Approach1,LSP
UIN_Average-Regular_Approach1,8,1,0,5,16,55.0,110,2.0,6.44294349584872,3.12259977108887,562,0.5,0.9,1.0,0.5,Approach1,LSP
UJ_Average-Regular_Approach1,16,3,0,6,16,41.0,82,1.96153846153846,5.6724253419715,3.15629752006051,237,0.5,0.8,1.0,0.3,Approach1,LSP
UJ_Average-Regular_Approach1,10,1,0,6,16,41.0,82,1.96153846153846,5.6724253419715,3.15629752006051,237,0.5,0.8,1.0,0.3,Approach1,LSP
UJ_Average-Regular_Approach1,14,2,0,6,16,41.0,82,1.96153846153846,5.6724253419715,3.15629752006051,237,0.5,0.8,1.0,0.3,Approach1,LSP
UNY_Average-Regular_Approach1,21,3,0,7,23,68.0,136,2.0,6.61470984411522,3.17597513974777,665,0.5,1.0,1.0,0.6,Approach1,LSP
UNY_Average-Regular_Approach1,17,2,0,7,23,68.0,136,2.0,6.61470984411522,3.17597513974777,665,0.5,1.0,1.0,0.6,Approach1,LSP
UNY_Average-Regular_Approach1,10,1,0,7,23,68.0,136,2.0,6.61470984411522,3.17597513974777,665,0.5,1.0,1.0,0.6,Approach1,LSP
UP_Average-Regular_Approach1,4,1,0,2,4,43.0,86,2.03174603174603,6.0,3.00647834209273,325,0.6,0.9,1.0,0.3,Approach1,LSP
UPJ_Average-Regular_Approach1,8,2,0,3,8,55.0,110,2.02666666666667,6.24792751344359,3.05587256334934,452,0.6,0.9,1.0,0.4,Approach1,LSP
UPJ_Average-Regular_Approach1,6,1,0,3,8,55.0,110,2.02666666666667,6.24792751344359,3.05587256334934,452,0.6,0.9,1.0,0.4,Approach1,LSP
VNM_Average-Regular_Approach1,35,5,0,12,39,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,11,1,0,12,39,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,21,2,0,12,39,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,27,3,0,12,39,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,33,4,0,12,39,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VQ_Average-Regular_Approach1,13,3,0,4,13,37.0,74,1.96428571428571,5.78135971352465,3.12404636887443,308,0.5,0.9,1.0,0.3,Approach1,LSP
VQ_Average-Regular_Approach1,9,1,0,4,13,37.0,74,1.96428571428571,5.78135971352465,3.12404636887443,308,0.5,0.9,1.0,0.3,Approach1,LSP
VQ_Average-Regular_Approach1,11,2,0,4,13,37.0,74,1.96428571428571,5.78135971352465,3.12404636887443,308,0.5,0.9,1.0,0.3,Approach1,LSP
VUJ_Average-Regular_Approach1,34,6,0,11,34,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
VUJ_Average-Regular_Approach1,10,1,0,11,34,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
VUJ_Average-Regular_Approach1,20,2,0,11,34,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
VUJ_Average-Regular_Approach1,26,3,0,11,34,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
VUJ_Average-Regular_Approach1,32,5,0,11,34,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
VUJ_Average-Regular_Approach1,30,4,0,11,34,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
WD_Average-Regular_Approach1,29,7,0,9,29,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WD_Average-Regular_Approach1,9,1,0,9,29,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WD_Average-Regular_Approach1,17,2,0,9,29,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WD_Average-Regular_Approach1,27,6,0,9,29,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WD_Average-Regular_Approach1,23,4,0,9,29,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WD_Average-Regular_Approach1,25,5,0,9,29,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WD_Average-Regular_Approach1,21,3,0,9,29,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WF_Average-Regular_Approach1,33,7,0,11,33,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WF_Average-Regular_Approach1,9,1,0,11,33,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WF_Average-Regular_Approach1,17,2,0,11,33,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WF_Average-Regular_Approach1,29,5,0,11,33,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WF_Average-Regular_Approach1,31,6,0,11,33,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WF_Average-Regular_Approach1,27,4,0,11,33,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WF_Average-Regular_Approach1,25,3,0,11,33,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WFD_Average-Regular_Approach1,39,8,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,9,1,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,17,2,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,23,3,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,37,7,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,32,5,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,29,4,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,35,6,0,12,39,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WG_Average-Regular_Approach1,20,4,0,6,20,44.0,88,1.9746835443038,6.28540221886226,3.08108112182187,436,0.5,0.9,1.0,0.4,Approach1,LSP
WG_Average-Regular_Approach1,8,1,0,6,20,44.0,88,1.9746835443038,6.28540221886226,3.08108112182187,436,0.5,0.9,1.0,0.4,Approach1,LSP
WG_Average-Regular_Approach1,18,3,0,6,20,44.0,88,1.9746835443038,6.28540221886226,3.08108112182187,436,0.5,0.9,1.0,0.4,Approach1,LSP
WG_Average-Regular_Approach1,16,2,0,6,20,44.0,88,1.9746835443038,6.28540221886226,3.08108112182187,436,0.5,0.9,1.0,0.4,Approach1,LSP
WI_Average-Regular_Approach1,29,6,0,9,29,35.5,71,1.96551724137931,5.83289001416474,3.16867580051852,322,0.5,0.9,1.0,0.3,Approach1,LSP
WI_Average-Regular_Approach1,9,1,0,9,29,35.5,71,1.96551724137931,5.83289001416474,3.16867580051852,322,0.5,0.9,1.0,0.3,Approach1,LSP
WI_Average-Regular_Approach1,17,2,0,9,29,35.5,71,1.96551724137931,5.83289001416474,3.16867580051852,322,0.5,0.9,1.0,0.3,Approach1,LSP
WI_Average-Regular_Approach1,25,4,0,9,29,35.5,71,1.96551724137931,5.83289001416474,3.16867580051852,322,0.5,0.9,1.0,0.3,Approach1,LSP
WI_Average-Regular_Approach1,23,3,0,9,29,35.5,71,1.96551724137931,5.83289001416474,3.16867580051852,322,0.5,0.9,1.0,0.3,Approach1,LSP
WI_Average-Regular_Approach1,27,5,0,9,29,35.5,71,1.96551724137931,5.83289001416474,3.16867580051852,322,0.5,0.9,1.0,0.3,Approach1,LSP
WJ_Average-Regular_Approach1,38,7,0,13,38,35.5,71,1.96363636363636,5.75488750216347,3.18786210651289,273,0.5,0.9,1.0,0.3,Approach1,LSP
WJ_Average-Regular_Approach1,12,1,0,13,38,35.5,71,1.96363636363636,5.75488750216347,3.18786210651289,273,0.5,0.9,1.0,0.3,Approach1,LSP
WJ_Average-Regular_Approach1,34,5,0,13,38,35.5,71,1.96363636363636,5.75488750216347,3.18786210651289,273,0.5,0.9,1.0,0.3,Approach1,LSP
WJ_Average-Regular_Approach1,25,3,0,13,38,35.5,71,1.96363636363636,5.75488750216347,3.18786210651289,273,0.5,0.9,1.0,0.3,Approach1,LSP
WJ_Average-Regular_Approach1,20,2,0,13,38,35.5,71,1.96363636363636,5.75488750216347,3.18786210651289,273,0.5,0.9,1.0,0.3,Approach1,LSP
WJ_Average-Regular_Approach1,30,4,0,13,38,35.5,71,1.96363636363636,5.75488750216347,3.18786210651289,273,0.5,0.9,1.0,0.3,Approach1,LSP
WJ_Average-Regular_Approach1,36,6,0,13,38,35.5,71,1.96363636363636,5.75488750216347,3.18786210651289,273,0.5,0.9,1.0,0.3,Approach1,LSP
WM_Average-Regular_Approach1,37,7,0,12,37,48.0,96,1.97560975609756,6.33985000288461,3.15472194742548,574,0.5,0.9,1.0,0.5,Approach1,LSP
WM_Average-Regular_Approach1,18,2,0,12,37,48.0,96,1.97560975609756,6.33985000288461,3.15472194742548,574,0.5,0.9,1.0,0.5,Approach1,LSP
WM_Average-Regular_Approach1,10,1,0,12,37,48.0,96,1.97560975609756,6.33985000288461,3.15472194742548,574,0.5,0.9,1.0,0.5,Approach1,LSP
WM_Average-Regular_Approach1,29,4,0,12,37,48.0,96,1.97560975609756,6.33985000288461,3.15472194742548,574,0.5,0.9,1.0,0.5,Approach1,LSP
WM_Average-Regular_Approach1,25,3,0,12,37,48.0,96,1.97560975609756,6.33985000288461,3.15472194742548,574,0.5,0.9,1.0,0.5,Approach1,LSP
WM_Average-Regular_Approach1,35,6,0,12,37,48.0,96,1.97560975609756,6.33985000288461,3.15472194742548,574,0.5,0.9,1.0,0.5,Approach1,LSP
WM_Average-Regular_Approach1,33,5,0,12,37,48.0,96,1.97560975609756,6.33985000288461,3.15472194742548,574,0.5,0.9,1.0,0.5,Approach1,LSP
WP_Average-Regular_Approach1,32,7,0,10,32,40.5,81,2.0,5.97727992349992,3.15416720013682,368,0.5,0.9,1.0,0.4,Approach1,LSP
WP_Average-Regular_Approach1,10,1,0,10,32,40.5,81,2.0,5.97727992349992,3.15416720013682,368,0.5,0.9,1.0,0.4,Approach1,LSP
WP_Average-Regular_Approach1,24,3,0,10,32,40.5,81,2.0,5.97727992349992,3.15416720013682,368,0.5,0.9,1.0,0.4,Approach1,LSP
WP_Average-Regular_Approach1,18,2,0,10,32,40.5,81,2.0,5.97727992349992,3.15416720013682,368,0.5,0.9,1.0,0.4,Approach1,LSP
WP_Average-Regular_Approach1,26,4,0,10,32,40.5,81,2.0,5.97727992349992,3.15416720013682,368,0.5,0.9,1.0,0.4,Approach1,LSP
WP_Average-Regular_Approach1,28,5,0,10,32,40.5,81,2.0,5.97727992349992,3.15416720013682,368,0.5,0.9,1.0,0.4,Approach1,LSP
WP_Average-Regular_Approach1,30,6,0,10,32,40.5,81,2.0,5.97727992349992,3.15416720013682,368,0.5,0.9,1.0,0.4,Approach1,LSP
WPG_Average-Regular_Approach1,32,7,0,10,32,62.5,125,2.0,6.58496250072116,3.15256338287865,579,0.5,1.0,1.0,0.6,Approach1,LSP
WPG_Average-Regular_Approach1,10,1,0,10,32,62.5,125,2.0,6.58496250072116,3.15256338287865,579,0.5,1.0,1.0,0.6,Approach1,LSP
WPG_Average-Regular_Approach1,18,2,0,10,32,62.5,125,2.0,6.58496250072116,3.15256338287865,579,0.5,1.0,1.0,0.6,Approach1,LSP
WPG_Average-Regular_Approach1,30,6,0,10,32,62.5,125,2.0,6.58496250072116,3.15256338287865,579,0.5,1.0,1.0,0.6,Approach1,LSP
WPG_Average-Regular_Approach1,28,5,0,10,32,62.5,125,2.0,6.58496250072116,3.15256338287865,579,0.5,1.0,1.0,0.6,Approach1,LSP
WPG_Average-Regular_Approach1,24,3,0,10,32,62.5,125,2.0,6.58496250072116,3.15256338287865,579,0.5,1.0,1.0,0.6,Approach1,LSP
WPG_Average-Regular_Approach1,26,4,0,10,32,62.5,125,2.0,6.58496250072116,3.15256338287865,579,0.5,1.0,1.0,0.6,Approach1,LSP
WQ_Average-Regular_Approach1,24,6,0,8,24,40.5,81,1.97142857142857,6.10852445677816,3.16802579048555,388,0.5,0.9,1.0,0.4,Approach1,LSP
WQ_Average-Regular_Approach1,8,1,0,8,24,40.5,81,1.97142857142857,6.10852445677816,3.16802579048555,388,0.5,0.9,1.0,0.4,Approach1,LSP
WQ_Average-Regular_Approach1,18,3,0,8,24,40.5,81,1.97142857142857,6.10852445677816,3.16802579048555,388,0.5,0.9,1.0,0.4,Approach1,LSP
WQ_Average-Regular_Approach1,16,2,0,8,24,40.5,81,1.97142857142857,6.10852445677816,3.16802579048555,388,0.5,0.9,1.0,0.4,Approach1,LSP
WQ_Average-Regular_Approach1,20,4,0,8,24,40.5,81,1.97142857142857,6.10852445677816,3.16802579048555,388,0.5,0.9,1.0,0.4,Approach1,LSP
WQ_Average-Regular_Approach1,22,5,0,8,24,40.5,81,1.97142857142857,6.10852445677816,3.16802579048555,388,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,41,8,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,9,1,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,17,2,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,25,3,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,35,5,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,39,7,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,33,4,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WW_Average-Regular_Approach1,37,6,0,12,41,38.0,76,1.97368421052632,6.22881869049589,3.17179019236463,426,0.5,0.9,1.0,0.4,Approach1,LSP
WWA_Average-Regular_Approach1,53,10,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,8,11,1,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,17,2,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,9,1,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,25,3,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,33,4,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,41,5,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,47,7,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,45,6,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,49,8,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,51,9,0,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
WWA_Average-Regular_Approach1,4,9,1,15,53,56.0,112,2.0,6.71424551766611,3.20890768695593,613,0.5,1.0,1.0,0.6,Approach1,LSP
